,Y1_304,Y1_310,Y1_338,Y1_106,Y1_112,Y1_113,Y1_107,Y1_339,Y1_311,Y1_305,Y1_313,Y1_307,Y1_111,Y1_105,Y1_104,Y1_110,Y1_306,Y1_312,Y1_316,Y1_302,Y1_114,Y1_101,Y1_115,Y1_303,Y1_317,Y1_329,Y1_301,Y1_315,Y1_103,Y1_117,Y1_116,Y1_102,Y1_314,Y1_328,Y1_213,Y1_207,Y1_206,Y1_212,Y1_204,Y1_210,Y1_211,Y1_205,Y1_349,Y1_201,Y1_215,Y1_214,Y1_348,Y1_216,Y1_202,Y1_203,Y1_217,Y1_346,Y1_347,Y1_345,Y1_219,Y1_218,Y1_224,Y1_344,Y1_340,Y1_208,Y1_220,Y1_221,Y1_209,Y1_341,Y1_343,Y1_223,Y1_222,Y1_342,Y1_325,Y1_331,Y1_319,Y1_127,Y1_126,Y1_318,Y1_330,Y1_324,Y1_332,Y1_326,Y1_124,Y1_118,Y1_119,Y1_125,Y1_327,Y1_333,Y1_337,Y1_323,Y1_109,Y1_121,Y1_120,Y1_108,Y1_322,Y1_336,Y1_308,Y1_320,Y1_334,Y1_122,Y1_123,Y1_335,Y1_321,Y1_309
Y1_304,0.0,0.3026090438469337,0.4419385664222222,0.3058299495074438,0.42533828405995633,0.6337711601534609,0.5705096554647682,0.3744518732516229,0.3987566380335592,0.5799002003122972,0.457419393399051,0.66621981302486,0.6337852795628911,0.2336578491886615,0.5390023896878027,0.4252657421345052,0.7555283839310759,0.42408413624724656,0.38329851324599856,0.5075109087571803,1.3409506353710892,0.4839746014026101,0.5183153864621635,1.0484364420922598,0.5125114068648047,0.2790151025680939,0.7695704877225217,0.4210070507775216,0.6403650776095313,0.4304016968443475,0.4048584483914383,1.0019917649313776,0.35677601511131274,0.31816200006331774,0.5775432537618861,0.7136230263544322,0.5621883861908441,0.5845720923180033,0.793863232936869,0.4509528092033176,0.8086395595723831,0.422791469594361,0.3924950289960552,0.43156861222097953,0.5291988522172064,0.5429892074796248,0.7843450879596994,0.3055067937618708,0.3201379160038727,0.44515079747203595,0.32785537581162166,0.3974194222541744,0.3575847532385974,1.6284616747085825,0.1529383058295587,0.43436472497883016,1.6939911060158517,0.47390835469586184,0.4042625975779335,0.9606600214389155,0.42111130578833283,0.5554455350383046,0.27307910633323684,0.6011237462318119,0.5245300169740098,0.3393615034648353,0.30785685840913574,0.3706113633928758,0.30155666970933365,0.37206957490594267,0.3205436514205582,0.7101523868398034,0.8338418158729515,0.39153508678017784,0.4476314030129178,0.5749166511117325,1.0937142816793402,0.5731154636646597,0.4860880656588518,1.4606448497521245,0.7701515569741011,0.6128249833557925,0.47723703025303454,0.29489898205120796,0.4534160071780721,0.2754074941402938,0.6763468190319447,0.29925425370104686,0.41314842806104235,0.9230502076503836,0.5531616628221453,0.5657001677009108,0.42698912164584085,0.4090684090351979,0.3266607689694366,0.3310131335884042,0.7915081492383238,0.3023107992852501,1.4480340362004276,0.42332856843627253
Y1_310,0.3026090438469337,0.0,0.5163715911728886,0.21994160871233115,0.5145908894115013,0.6767941686598967,0.6539573735481211,0.3684800380183061,0.461696665669703,0.5047963772793951,0.3556962586224928,0.7593569836495844,0.6783342395416639,0.34179077963898996,0.5954704568916487,0.41558619461351554,0.8621869058309993,0.3672883157096865,0.42138784068597956,0.40624421315799253,1.439430932722945,0.46714727441085513,0.6041501158781626,0.9733469970486143,0.3348438541258519,0.2755458377748649,0.7700571958087911,0.43799590983532044,0.6250807812723348,0.4251305938685604,0.4428607328024985,1.0422046315894185,0.3486371105675137,0.30331821141523735,0.5856467185687985,0.7209116844062323,0.5197104666215066,0.5839513063996731,0.7142214419463152,0.359534270184404,0.8438533763360867,0.48703598242396623,0.35861229030916253,0.49781511813952906,0.5217509033886135,0.6132015042602788,0.8550125365332689,0.4320347039584763,0.3064090108530144,0.47744991391233116,0.2934414422499748,0.40632866496252623,0.43550064371209407,1.688177815697319,0.31216948340553297,0.4873744114188998,1.7598875542119414,0.49783479922995444,0.3346182714508886,0.8598223981502334,0.392302872290965,0.48993735062839805,0.320417159804738,0.6615958442810455,0.4890146610159672,0.39772462961114513,0.25983691383783686,0.47842594116770276,0.2621936387638224,0.30298135125532094,0.33330280391071776,0.6652500132590383,0.8452949070101516,0.36113784960971645,0.29774116374263565,0.49230455225513536,1.1627485238134705,0.6398276742869982,0.39482089368399365,1.5255857527684562,0.8333316916789802,0.6396808168802796,0.43314899460916834,0.24669914168559948,0.43469668625216124,0.2782525093996008,0.6701848946859943,0.21279091707475528,0.31995845298621783,1.0062538376924237,0.6272093478351988,0.6363626298540946,0.38720025907118094,0.4525529668558119,0.3011164473596605,0.36294127667884574,0.7867526785670831,0.3250344539933253,1.5085289181282198,0.5065492899190356
Y1_338,0.4419385664222222,0.5163715911728886,0.0,0.5548174968352215,0.579114862339886,0.40142055271317845,0.67172785462768,0.3125624971420899,0.3004727657735246,0.7946875247380027,0.576548926289817,0.6868968940381536,0.3041032094397118,0.3894431662895309,0.8172968258973274,0.7944494898048656,0.4298737198400868,0.7367787501783835,0.3319256768596649,0.7886437572202288,1.0606121728837499,0.7829174326628666,0.8121266882994626,1.310744597286513,0.7140686957282946,0.32476220203278616,0.6808368018314308,0.38492656938466696,0.5930892793889171,0.5879035739202091,0.5663243397014222,0.6950297466827161,0.31202204537004347,0.3669574188534622,0.3659973877155232,0.48403016764333523,0.8772237734984679,0.9195795871635506,1.1140812662777142,0.7187138911263623,0.5108951247606168,0.2697360450525505,0.5559341500877594,0.18487509896898288,0.4166138718480566,0.3092818695673742,0.450138015945108,0.21127845712228993,0.412300534267109,0.2875825508040013,0.508736134136889,0.6974106854761523,0.2650058620938296,1.32186139541409,0.48935817809334914,0.3083426225128884,1.3702901964738776,0.406621541565949,0.7409745426260413,1.2260909649648395,0.701598230551464,0.8570878503543636,0.5567384345161911,0.2513683845712376,0.7766175564890432,0.21035424975843642,0.47867189538191174,0.33496829200324746,0.5239082195929577,0.6676685321331867,0.5045060574655733,0.9561352056380054,0.5387076360899612,0.7179914713513916,0.6723498846056993,0.8960080015076665,0.7508812161235459,0.4097800622720372,0.7814539025872316,1.1236353266747612,0.4137388590763795,0.3866413158061304,0.4993879977146458,0.502221626540738,0.7202960422074771,0.3866264440201156,0.5081565234049376,0.4997517881767282,0.6874059751065815,0.9117959489539551,0.25100899965484685,0.21212541763644177,0.7431270258502078,0.1607110583481795,0.4838252145286951,0.6892559453549589,0.7196849045136534,0.3650095889883119,1.1379543534242345,0.33801006704026704
Y1_106,0.3058299495074438,0.21994160871233115,0.5548174968352215,0.0,0.5308918347795937,0.7067523915840291,0.7583292050315963,0.4486147371383693,0.4836062476331804,0.4840318532949228,0.3738098365809693,0.8542907706631053,0.7343101051247629,0.3455119142982712,0.6303985335670755,0.34703525892342396,0.8981919319659357,0.32184320340138667,0.4804458604752522,0.37282881374508847,1.4765290295962001,0.4430524094952018,0.6433672778847338,0.9113832946671461,0.37135842500976396,0.32527483513330513,0.7947886868085512,0.4974915558397194,0.6547552592163624,0.5587415454793796,0.4497298184996645,1.0455495714066025,0.3753829208808948,0.3306633334643528,0.6415451369639873,0.7388949559544438,0.46219158109053854,0.5237300968052789,0.650979360265259,0.3403323121308518,0.8849067714541905,0.5118603301598481,0.2854142592470673,0.5366545671724895,0.49566820230707836,0.6598865216660482,0.8971483821005446,0.46470742417304334,0.28106476472509634,0.5605214386303856,0.4094701831467779,0.4152575928535074,0.4674819999929725,1.7110169715219008,0.34597056148742344,0.5896770963606013,1.796612796823326,0.46799279457321485,0.3720338384838414,0.7988164881310039,0.40654543723876274,0.4574153102444036,0.42784995681328797,0.7122985247945871,0.4378373349332997,0.44016398200800205,0.21591857928567634,0.5257335553940465,0.27166235422431595,0.2897298984763151,0.43972575349053444,0.6367256994644592,0.8815830997024963,0.34671849372619556,0.2665674190010353,0.4352082843044256,1.204115589380692,0.6470417894752959,0.367146084814018,1.5469466255270503,0.8948997670852865,0.6624641967726819,0.4532409800004124,0.2554702122969221,0.44139297693692725,0.299675986901199,0.7069536360722865,0.16600229227169572,0.24478655868012436,1.1118857219456884,0.6743045726687277,0.681429972824215,0.31846231605915487,0.49872566793731693,0.4240100283539485,0.3211970031158083,0.7985202794228878,0.3562976453320969,1.5394951346900967,0.5854773927086698
Y1_112,0.42533828405995633,0.5145908894115013,0.579114862339886,0.5308918347795937,0.0,0.6522586865263302,0.566191637525164,0.5847824096171018,0.40735630777341914,0.5102253982578202,0.32718188600270515,0.6056357112586972,0.6763595595367676,0.353217868882953,0.4525585560160876,0.6169613455531227,0.807926803143667,0.6115358561854006,0.6405950316750237,0.5091964375456208,1.2481692451274662,0.422560599849747,0.42234684857247073,1.117934611507969,0.44216065052761155,0.4619179672476102,0.5524906429800458,0.6201212635362906,0.3763393059986336,0.6005122591558133,0.33106338226713306,0.9423574808088785,0.4301812489034906,0.45220491642520705,0.46145292601171617,0.6558833744777567,0.6335943325204729,0.7178213767685746,0.8509702311307528,0.5291098836876273,0.7745790603005911,0.44169932054905714,0.4881463113959877,0.5152646412163968,0.5740480147756508,0.6361509322874247,0.7754634184501958,0.5164662201737498,0.48713571125088523,0.6586968337632243,0.6549568872270917,0.3675367701677398,0.4974098961275863,1.5634904144277446,0.5007163521431206,0.660708287359217,1.6106644203607285,0.5365949600284404,0.48967242982852865,0.9599552059172392,0.3572575790654499,0.5383691700763209,0.44005224331284215,0.6896831927780647,0.45107423272184827,0.5529451356509204,0.47174619267265155,0.5952268223024209,0.5554538226517647,0.5090715905781449,0.5228472497223765,0.7066597327959027,0.762735318689535,0.6350535123525759,0.5034523144024241,0.6860552772705987,1.0962469839050237,0.6041081381700409,0.5140996236373427,1.4169153425369507,0.829180775861295,0.6438131770345445,0.4353880414572662,0.43906599718198774,0.35137943383065784,0.4705238179164216,0.502971016114495,0.45788600520334755,0.5405459118017848,0.8457711207229028,0.6563286895731522,0.663378238337549,0.5550876691635755,0.5558931223973246,0.5689428455415858,0.6150236758113875,0.6579559916222445,0.4921850906655276,1.3986480142280644,0.5276517576480942
Y1_113,0.6337711601534609,0.6767941686598967,0.40142055271317845,0.7067523915840291,0.6522586865263302,0.0,0.6568605088360401,0.5634695667536208,0.35026110543058825,0.8084235735974722,0.6057743008908353,0.5971408909802561,0.24928232386969562,0.6127295632845723,0.8928789942327066,0.9464532222577766,0.35611968945097633,0.9387592080952317,0.6470906031241018,0.8975049126099608,0.8733498935662534,0.8750521073934638,0.8798859957519164,1.3062576334053713,0.8129462006188591,0.5267416398232546,0.4674476156471627,0.6707016046665923,0.48843161143090563,0.7218069447797681,0.6714227973409096,0.47927952339488344,0.42549004454843725,0.5565264987597897,0.2501052714557305,0.2121051839213878,1.0327224466539895,1.0770828622947484,1.2685210766176347,0.8473301592647792,0.21268030933526166,0.33157518267414904,0.5950881935843678,0.3459525503454532,0.34372064402938474,0.290765728825869,0.31614091335989103,0.4446635400559579,0.5762907133330342,0.5497199354693595,0.7653480389877847,0.843322929523169,0.35235781131175564,1.0430998990502278,0.6976636178310098,0.5380831222367564,1.1168990994372137,0.3960221776477401,0.826248504697565,1.219009313677329,0.8243121799400457,0.9762494571296267,0.6491152516164673,0.3500630282458417,0.8418367521087149,0.49397375654032855,0.6256659718715448,0.6148706039274401,0.7709091475018176,0.8398559158703119,0.6543820814551907,0.9065203899165466,0.2515998118987741,0.9359669759811675,0.7509908330094456,1.059307200323956,0.5446458007938053,0.4554881032211661,0.8964256607519252,0.9036219294155059,0.3563971516606544,0.15998886130637932,0.4566731864634931,0.6975384918730019,0.7890530235274846,0.5931360063023454,0.3384202700029164,0.6412977684335684,0.8052608004244705,0.7749422964219099,0.3818408634744455,0.3203152439539358,0.9122478716904627,0.39806464813528836,0.6532821944064059,0.9039272603396489,0.46520541291023093,0.610216184927458,0.8647480601647086,0.5181855542284907
Y1_107,0.5705096554647682,0.6539573735481211,0.67172785462768,0.7583292050315963,0.566191637525164,0.6568605088360401,0.0,0.5470616736349264,0.6187382040413822,0.8452024280631104,0.7856103846485177,0.3191218821291346,0.7011628667932159,0.6369744309987434,0.6476972331602314,0.8674863949716776,0.7346967823994076,0.9063450074944547,0.7306714170478914,0.9094797484242825,1.0959817441244923,0.7748991735023516,0.48289634081943145,1.382270398803264,0.7288008060939047,0.6900544272038585,0.6558013200635003,0.6353007566557362,0.5819167167254996,0.3687357916623771,0.6201915882502212,0.9505570460010611,0.6742638561479458,0.6540295332009185,0.6854357049467229,0.7786421257133853,0.9886319098302883,0.9894660864491179,1.208907323596679,0.82124936348921,0.7993262517602715,0.6405717410136944,0.7396335784378155,0.6645876370328678,0.7193823132671604,0.5875775499329383,0.797202237268327,0.5923452303439078,0.7066980782902033,0.5833672394732491,0.6115338321445796,0.7233587978807995,0.5770202170169307,1.4599820693521262,0.5761357148675208,0.5301268541652132,1.5219146747501509,0.6642557888440739,0.7175959924805531,1.1970010885375977,0.7426408325727598,0.9354246288930727,0.4137362397823086,0.6569647330836463,0.8462504584738669,0.6620237673884585,0.7322847933086766,0.6446634507212164,0.7676059720411327,0.8368994283452847,0.4708895673462105,0.8619126222234538,0.8342726325938727,0.8667267914703429,0.8203768686337147,1.0266119878354605,1.000137377378222,0.680366996865207,0.89085569892991,1.3093616501395573,0.7345219303772338,0.7116519124415426,0.7212516816346648,0.7111691212769143,0.7282438845009205,0.6986237286662679,0.6361766507588413,0.7500082033528588,0.8552207209198149,0.4737601124442299,0.7068717733726394,0.7015550713344388,0.8732131748421125,0.6773405771252464,0.4363296045397378,0.7735780555747628,0.830655851059571,0.6871560722115201,1.288656115925737,0.5345805887974396
Y1_339,0.3744518732516229,0.3684800380183061,0.3125624971420899,0.4486147371383693,0.5847824096171018,0.5634695667536208,0.5470616736349264,0.0,0.40273264811739506,0.6992832851063843,0.5398770511583164,0.6168032144041109,0.4940394585787428,0.3724135575684148,0.7413933605309644,0.6858118523270831,0.6268365355332083,0.6209321474583642,0.27673935587636583,0.6962584657068275,1.2525953620195294,0.6902269223210827,0.6920744018536987,1.2146984197439386,0.5613984029627772,0.28754978372467266,0.7727193845626225,0.24710348453165623,0.661262485341492,0.3564470571530911,0.581886732369125,0.8839503746783581,0.35823048482016173,0.29571746200144,0.5023479957585133,0.6408280508331275,0.7769507628744304,0.8196191515392106,0.985438995282199,0.5763936357797302,0.694896735700069,0.38164663151193956,0.520261254449458,0.3182414421197769,0.5098201025315737,0.4351913061199063,0.6425437935605308,0.3042718917940561,0.38514743592275025,0.1949385663997918,0.29693654639141276,0.6257505104456369,0.30352235728633603,1.5011643211555985,0.3780776280352755,0.24044578736770875,1.5528139886790229,0.4773245636102738,0.6164121141834975,1.1101220669159397,0.6213755346482999,0.7646857579820167,0.39026552467339387,0.40153664945317985,0.7034760166847132,0.2607942951649679,0.41715469764127755,0.3330443159273028,0.4206374351246606,0.568996766726294,0.3505133588296836,0.8714657627031018,0.7087354202731249,0.5953062545291202,0.5806975202856477,0.777039202425342,0.9422146729494127,0.5516576393546195,0.6890840829102722,1.319549986642624,0.6056654054716348,0.5376786662767954,0.5316402979150482,0.4008979720385079,0.6668367007713351,0.3353372234249983,0.6437233544730921,0.4335125385698653,0.5905008715099632,0.8352985711635518,0.41352145295874004,0.41763843231988546,0.6307508620602411,0.29745166303966525,0.26028652896899646,0.5663687886919844,0.7997073684806724,0.2553486299898081,1.30910377766292,0.3226823549995744
Y1_311,0.3987566380335592,0.461696665669703,0.3004727657735246,0.4836062476331804,0.40735630777341914,0.35026110543058825,0.6187382040413822,0.40273264811739506,0.0,0.6104608469755943,0.39191219771399965,0.6179455131425563,0.3699664286025084,0.3081243890503173,0.6717033233028759,0.7024712113271872,0.5185450961018052,0.673430599779377,0.463954378191548,0.6597120678843745,1.060664028740198,0.6052692510166403,0.6773507318388197,1.21825838574795,0.573227126863034,0.27814789130301315,0.5380783276443484,0.4954554244276225,0.44621103148202396,0.615515340587773,0.4574446580303472,0.7045746852117737,0.23921300419031422,0.34151150394711755,0.26045627170609204,0.4204589497643324,0.7635901070887242,0.8335452035622046,0.9947493439571264,0.6214633989839329,0.48029515657537153,0.11969348543991555,0.3959270497644724,0.23106323485860092,0.3059081968982282,0.35577376345926426,0.47733348636445455,0.28306384379070754,0.3473564252187509,0.43697730459963446,0.5626916778020173,0.5546566796104582,0.222014109871868,1.3135487556358159,0.4927526609163664,0.44378332811293,1.3799721781680336,0.30007529140289896,0.6398795241875663,1.0426225058109968,0.549920726633914,0.7040004352010809,0.4977997388582191,0.3907423525087205,0.5802343958188786,0.3108693615074545,0.38235000029071975,0.4481158197998324,0.5124792972551896,0.5858359490827344,0.479780643811221,0.7743415497198917,0.5303429528360056,0.6786474630400473,0.5248513382728676,0.8061409514517093,0.798596380940643,0.36409656610827656,0.6556545704647694,1.1621413344758937,0.5211913728460349,0.3108356882131587,0.32594412200042405,0.4380721242770999,0.5264900922537393,0.3473325876112222,0.40774053402447535,0.39921150205192324,0.5693345874431548,0.8556748716006674,0.3664781368204709,0.34115898942945755,0.6531871683822904,0.28592883499011107,0.4987370635683885,0.6691787567322399,0.5086271786732486,0.377099937368108,1.135357162536083,0.38140738442726174
Y1_305,0.5799002003122972,0.5047963772793951,0.7946875247380027,0.4840318532949228,0.5102253982578202,0.8084235735974722,0.8452024280631104,0.6992832851063843,0.6104608469755943,0.0,0.3958560559181998,0.8893428425206454,0.8861210744749244,0.5714431973310157,0.5682896409319003,0.5176243503574615,1.055104239321051,0.5474522324297497,0.7966813157385675,0.41947985529250104,1.501569487896358,0.40781349536321715,0.6781451755696002,0.8912743234230323,0.3731131678249444,0.5851164897943785,0.8055389598684645,0.7896522339353472,0.7068314777231283,0.7225076504349576,0.5649879218591578,1.1201257093589174,0.5377905033325764,0.5600275544493483,0.7027718340687991,0.8464232847003603,0.5224995815920092,0.6236647781054622,0.6851135887029639,0.39044339553336543,0.9669831938567787,0.659293911534254,0.41047393442524205,0.7297219681104974,0.6351876211137293,0.7966333596500331,1.020128954012212,0.7304233757059033,0.5475925279865055,0.8077253307081144,0.6993437454794198,0.47785313029150733,0.6488642929678374,1.7310955925632003,0.6292449770893522,0.8374307789014559,1.818869699796438,0.5921082754661375,0.4316171056373435,0.67451849564138,0.42858991230274796,0.4264670309520425,0.5965226213995812,0.9139239251924429,0.33638314635655725,0.7273551118159218,0.480994874480871,0.8234633992183813,0.5952179346767149,0.4644689811329106,0.6046077334003407,0.49511529303432833,0.9850429833957307,0.58380094817984,0.37646720282474516,0.5463617440781304,1.3060932549055333,0.781318305377754,0.41289234926353474,1.6138124567051493,1.0492509437085005,0.7646733542350559,0.4980988158806532,0.5027760850905588,0.3950945882982,0.5733431146050866,0.7809466300697728,0.4532862035068924,0.4049554452791556,1.1361899911475632,0.8840157208424979,0.8863123578715313,0.46882972897778713,0.7453513613989741,0.6360692346257448,0.614027726741853,0.7038949006923984,0.6509539461701955,1.573150241249127,0.7500573547909551
