,x,y,z,average3,average4,average5,average6,average7,average8,average9,average10,complete3,complete4,complete5,complete6,complete7,complete8,complete9,complete10,single3,single4,single5,single6,single7,single8,single9,single10,ward3,ward4,ward5,ward6,ward7,ward8,ward9,ward10
X1_106,-0.268465428145799,-0.744930206462722,0.011443512113822475,0,0,3,1,0,7,7,7,2,0,2,0,6,6,6,6,2,2,2,0,6,2,0,0,1,0,1,1,0,4,4,4
X1_112,2.7641131363296396,0.6863290081567999,-0.4565068289702708,0,1,0,3,1,0,3,1,0,2,0,5,2,2,0,9,2,2,2,0,6,2,0,0,0,3,3,3,1,0,8,8
X1_72,4.273581772269522,4.813844243960438,-1.8529234043871077,1,3,1,0,3,3,1,0,0,1,1,1,1,0,5,5,0,1,0,2,2,0,5,5,0,1,0,0,3,3,1,1
X1_66,2.3203410169165126,2.8413721753359553,-5.14834956715244,1,3,1,0,3,3,1,0,0,1,1,1,1,0,5,5,0,1,0,5,5,5,2,2,0,1,0,0,3,3,1,1
X1_99,-0.6810822706381295,-1.1279923577084614,1.1340001268149913,0,0,4,4,4,1,0,8,2,0,4,4,4,1,1,0,2,2,2,0,6,2,0,0,1,0,1,1,0,7,7,7
X1_98,3.517981127431212,3.2131839864676834,-2.049514417906548,0,1,0,2,2,2,2,2,0,2,0,2,0,4,4,1,2,2,2,0,0,1,1,1,0,1,0,0,6,6,6,2
X1_67,1.0854570842362865,-0.06206338335306855,1.0352728294507716,0,0,3,1,0,4,4,4,2,0,2,0,5,5,2,2,2,2,2,0,6,2,0,0,1,0,4,4,4,1,0,9
X1_73,1.0976055358216048,-0.466819602207755,0.20539621329690808,0,0,3,1,0,4,4,4,2,0,2,0,5,5,2,2,2,2,2,0,6,2,0,0,1,0,4,4,4,1,0,9
X1_113,2.4435793584749983,1.1729744891803822,-0.2930679500953744,0,1,0,3,1,0,3,1,0,2,0,5,2,2,0,9,2,2,2,0,6,2,0,0,0,3,3,3,1,0,8,8
X1_107,1.162273173483954,0.9502515930756397,-0.1553777143827432,0,0,3,1,0,4,4,4,2,0,2,0,5,5,2,2,2,2,2,0,6,2,0,0,1,0,4,4,4,1,0,9
X1_111,2.067650826073184,1.6971906262565528,-4.309661701242952,0,1,0,2,2,2,2,2,0,2,0,2,0,4,4,1,2,2,2,0,0,1,1,1,0,1,0,0,6,6,6,2
X1_105,1.744668518495127,1.76772294056417,-0.20846336631099277,0,1,0,3,1,0,3,1,0,2,0,5,2,2,0,9,2,2,2,0,6,2,0,0,0,3,3,3,1,0,8,8
X1_139,-0.43159453544006726,-1.3472528418846643,0.5756645730121952,0,0,4,4,4,1,0,8,2,0,2,0,6,6,6,6,2,2,2,0,6,2,0,0,1,0,1,1,0,7,7,7
X1_65,1.2857594519635076,-1.2222948586820912,0.4382985840723938,0,0,3,1,0,4,4,4,2,0,2,0,5,5,2,2,2,2,2,0,6,2,0,0,1,0,4,4,4,1,0,9
X1_71,2.0264202866676877,0.018069845841159667,0.6952155254966396,0,0,3,1,0,4,4,4,2,0,2,0,5,5,2,2,2,2,2,0,6,2,0,0,1,0,4,4,4,1,0,6
X1_59,0.1724558610015085,-0.054230569814482196,1.000524036497555,0,0,3,1,0,7,7,7,2,0,2,0,6,6,6,6,2,2,2,0,6,2,0,0,1,0,1,1,0,4,4,4
X1_58,1.3719656290292757,-0.0819327829980965,-2.5831637664299487,0,1,0,3,1,0,3,1,0,2,0,5,2,2,0,4,2,2,2,0,6,2,0,0,0,3,3,3,1,0,8,8
X1_70,-1.0025517658721133,-1.0080563312519037,0.8565171013267872,0,0,4,4,4,1,0,8,2,0,4,4,4,1,1,0,2,2,2,0,6,2,0,0,1,0,1,1,0,7,7,7
X1_64,0.4498240514241702,-0.8384965715706695,0.3363020018917345,0,0,3,1,0,7,7,7,2,0,2,0,6,6,6,6,2,2,2,0,6,2,0,0,1,0,1,1,0,4,4,4
X1_138,0.5248562690562708,-0.20803039256999845,0.573739137849618,0,0,3,1,0,7,7,7,2,0,2,0,6,6,6,6,2,2,2,0,6,2,0,0,1,0,1,1,0,4,4,4
X1_104,1.1254206473646151,0.24945700409995566,-0.13666125043045868,0,0,3,1,0,4,4,4,2,0,2,0,5,5,2,2,2,2,2,0,6,2,0,0,1,0,4,4,4,1,0,9
X1_110,1.445480347135253,-0.648465591809848,-0.6357847296875585,0,0,3,1,0,4,4,4,2,0,2,0,5,5,2,2,2,2,2,0,6,2,0,0,1,0,4,4,4,1,0,6
X1_128,-1.1378527561794056,-1.26837128853158,0.5268184176831522,0,0,4,4,4,1,0,8,2,0,4,4,4,1,1,0,2,2,2,0,6,2,0,0,1,0,1,1,0,7,7,7
X1_114,-0.575899576846616,-1.1108707628055225,0.37114070811071603,0,0,4,4,4,1,0,8,2,0,4,4,4,1,1,0,2,2,2,0,6,2,0,0,1,0,1,1,0,7,7,7
X1_100,0.06876775427582908,-0.6446948487340138,0.5514372674010801,0,0,3,1,0,7,7,7,2,0,2,0,6,6,6,6,2,2,2,0,6,2,0,0,1,0,1,1,0,4,4,4
X1_48,1.5668333867583155,1.042620841670433,-2.750333612983108,0,1,0,3,1,0,3,1,0,2,0,5,2,2,0,4,2,2,2,0,6,2,0,0,0,3,3,3,1,0,3,3
X1_60,1.640571016040566,-0.5149204009867251,0.5960706674495742,0,0,3,1,0,4,4,4,2,0,2,0,5,5,2,2,2,2,2,0,6,2,0,0,1,0,4,4,4,1,0,9
X1_74,0.007379097186141971,-0.7269591651798225,0.7674627435451777,0,0,3,1,0,7,7,7,2,0,2,0,6,6,6,6,2,2,2,0,6,2,0,0,1,0,1,1,0,4,4,4
X1_75,1.6543764201711202,-1.2742575001929175,-0.3405806838323028,0,0,3,1,0,4,4,4,2,0,2,0,5,5,2,2,2,2,2,0,6,2,0,0,1,0,4,4,4,1,0,6
X1_61,2.769626472829183,-0.1530880016664337,-2.5889446045625184,0,1,0,3,1,0,8,3,0,2,0,5,2,2,0,4,2,2,2,0,6,2,0,0,0,3,3,3,1,0,3,3
X1_49,2.0957165808426583,-0.07982103496770072,-1.5725897724865299,0,1,0,3,1,0,3,1,0,2,0,5,2,2,0,9,2,2,2,0,6,2,0,0,0,3,3,3,1,0,8,8
X1_101,2.71799654972847,3.0996904173669697,-2.8849799072607945,0,1,0,2,2,2,2,2,0,2,0,2,0,4,4,1,2,2,2,0,0,1,1,1,0,1,0,0,6,6,6,2
X1_115,0.6762836097430814,-0.8190699020558638,-0.5783764671784868,0,0,3,1,0,4,4,4,2,0,2,0,5,5,2,2,2,2,2,0,6,2,0,0,1,0,4,4,4,1,0,9
X1_129,-1.006035169256222,-0.7674822058115643,0.9466014068415637,0,0,4,4,4,1,0,8,2,0,4,4,4,1,1,0,2,2,2,0,6,2,0,0,1,0,1,1,0,7,7,7
X1_103,2.890654682076862,2.6505524649928853,-1.0846781519243112,0,1,0,3,1,0,8,3,0,2,0,2,0,3,3,3,2,2,2,0,6,2,0,0,0,3,3,3,1,0,3,3
X1_117,1.3259887974377031,-0.9889271164250184,-1.0169735327106535,0,0,3,1,0,4,4,4,2,0,2,0,5,5,2,2,2,2,2,0,6,2,0,0,1,0,4,4,4,1,0,6
X1_77,1.870483652896487,-0.48616431371202795,1.3256640760200429,0,0,3,1,0,4,4,4,2,0,2,0,5,5,2,2,2,2,2,0,6,2,0,0,1,0,4,4,4,1,0,6
X1_63,1.4297786865394173,-1.0458054828810115,0.4552734779169872,0,0,3,1,0,4,4,4,2,0,2,0,5,5,2,2,2,2,2,0,6,2,0,0,1,0,4,4,4,1,0,9
X1_88,1.6741438812897236,-0.6035549836667488,0.8346925754106902,0,0,3,1,0,4,4,4,2,0,2,0,5,5,2,2,2,2,2,0,6,2,0,0,1,0,4,4,4,1,0,9
X1_89,1.2964964023813816,0.16932120847182697,1.366006492413404,0,0,3,1,0,4,4,4,2,0,2,0,5,5,2,2,2,2,2,0,6,2,0,0,1,0,4,4,4,1,0,9
X1_62,1.499775730283571,0.9593707098461586,-3.2541934207701915,0,1,0,3,1,0,8,3,0,2,0,5,2,2,0,4,2,2,2,0,6,2,0,0,0,3,3,3,1,0,3,3
X1_76,-1.1416042037614387,-0.9771635227726134,0.7720673353876554,0,0,4,4,4,1,0,8,2,0,4,4,4,1,1,0,2,2,2,0,6,2,0,0,1,0,1,1,0,7,7,7
X1_116,3.2422599472568794,0.8182768489733723,-0.29928725296860476,0,1,0,3,1,0,3,1,0,2,0,5,2,2,0,4,2,2,2,0,6,2,0,0,0,3,3,3,1,0,8,8
X1_102,3.368591144336761,3.772018226702553,-1.3523253506397588,0,1,0,2,2,2,2,2,0,2,0,2,0,4,4,1,2,2,2,0,0,1,1,1,0,1,0,0,6,6,6,2
X1_11,2.1219800315407302,0.21712661401559732,-1.7685540161213613,0,1,0,3,1,0,3,1,0,2,0,5,2,2,0,9,2,2,2,0,6,2,0,0,0,3,3,3,1,0,8,8
X1_5,1.0667808628435729,-1.0919196639899926,0.9122328300514846,0,0,3,1,0,7,7,7,2,0,2,0,5,5,2,2,2,2,2,0,6,2,0,0,1,0,1,1,0,4,4,4
X1_39,0.44520550576528056,-0.882520591387578,0.5949181523384509,0,0,3,1,0,7,7,7,2,0,2,0,6,6,6,6,2,2,2,0,6,2,0,0,1,0,1,1,0,4,4,4
X1_38,-0.9328696697872273,-0.5707116031574717,1.239239288513877,0,0,4,4,4,1,0,8,2,0,4,4,4,1,1,0,2,2,2,0,6,2,0,0,1,0,1,1,0,7,7,7
X1_4,0.3768442672030933,-0.5614584161647003,0.8538882754353754,0,0,3,1,0,7,7,7,2,0,2,0,6,6,6,6,2,2,2,0,6,2,0,0,1,0,1,1,0,4,4,4
X1_10,0.512983716991575,0.38452720870894314,0.491701438204937,0,0,3,1,0,7,7,7,2,0,2,0,6,6,6,6,2,2,2,0,6,2,0,0,1,0,1,1,0,4,4,4
X1_6,2.399225344366936,0.9657902316434954,-1.0595718710450748,0,1,0,3,1,0,3,1,0,2,0,5,2,2,0,9,2,2,2,0,6,2,0,0,0,3,3,3,1,0,8,8
X1_12,0.3102342196924069,-0.5799599467107152,0.9656335094221348,0,0,3,1,0,7,7,7,2,0,2,0,6,6,6,6,2,2,2,0,6,2,0,0,1,0,1,1,0,4,4,4
X1_13,2.1475198241022495,-0.18543260105272885,0.06744305837154647,0,0,3,1,0,4,4,4,2,0,2,0,5,5,2,2,2,2,2,0,6,2,0,0,1,0,4,4,4,1,0,6
X1_7,2.1126312700755983,-1.2237864492218242,0.06426024397999555,0,0,3,1,0,4,4,4,2,0,2,0,5,5,2,2,2,2,2,0,6,2,0,0,1,0,4,4,4,1,0,6
X1_3,2.129390379464078,-0.1910915709399488,0.06772001536672081,0,0,3,1,0,4,4,4,2,0,2,0,5,5,2,2,2,2,2,0,6,2,0,0,1,0,4,4,4,1,0,6
X1_17,1.4503927888905146,-1.0630506733849763,-0.46142278918702795,0,0,3,1,0,4,4,4,2,0,2,0,5,5,2,2,2,2,2,0,6,2,0,0,1,0,4,4,4,1,0,6
X1_16,-0.7138981716127494,-1.0844106789880932,-0.06297722027890544,0,0,4,4,4,1,0,8,2,0,4,4,4,1,1,0,2,2,2,0,6,2,0,0,1,0,1,1,0,7,7,7
X1_2,2.0129961711740716,0.06301041194313431,-0.6570423934415709,0,0,3,1,0,4,4,4,2,0,2,0,5,5,2,2,2,2,2,0,6,2,0,0,1,0,4,4,4,1,0,6
X1_28,-0.10069105876187498,-1.609347982368078,0.958518094226482,0,0,3,1,0,7,7,7,2,0,2,0,6,6,6,6,2,2,2,0,6,2,0,0,1,0,1,1,0,4,4,4
X1_14,1.545195647202719,0.16216020934708877,-1.1098749459937687,0,0,3,1,0,4,4,4,2,0,2,0,5,5,2,2,2,2,2,0,6,2,0,0,1,0,4,4,4,1,0,6
X1_0,0.8095417493767548,-0.7514698130231762,0.6901111494711246,0,0,3,1,0,7,7,7,2,0,2,0,6,6,6,6,2,2,2,0,6,2,0,0,1,0,1,1,0,4,4,4
X1_1,1.2948717650841015,1.080231123803762,0.518155472893165,0,0,3,1,0,4,4,4,2,0,2,0,5,5,2,2,2,2,2,0,6,2,0,0,1,0,4,4,4,1,0,9
X1_15,1.3302612350504224,8.84186515412244,-6.334438999663931,2,2,2,5,5,5,5,5,1,3,3,3,3,7,7,7,1,3,3,3,3,7,7,7,0,1,0,5,5,5,5,5
X1_29,1.7398010089191507,-1.4219618169069759,0.37888907912653663,0,0,3,1,0,4,4,4,2,0,2,0,5,5,2,2,2,2,2,0,6,2,0,0,1,0,4,4,4,1,0,6
X1_30,0.47419536022759445,0.5067931193759024,0.6381889449988375,0,0,3,1,0,7,7,7,2,0,2,0,6,6,6,6,2,2,2,0,6,2,0,0,1,0,1,1,0,4,4,4
X1_24,4.365824536255864,-0.7215565108965362,-0.49659824761102317,0,1,0,3,1,0,8,3,0,2,0,2,0,3,3,3,2,2,2,0,6,2,0,0,0,3,3,3,1,0,3,3
X1_18,2.775270435009015,0.04127137696762549,-1.9491873123439996,0,1,0,3,1,0,3,1,0,2,0,5,2,2,0,4,2,2,2,0,6,2,0,0,0,3,3,3,1,0,8,8
X1_19,-0.02953556764520752,-0.7143141085314548,1.0925960225468117,0,0,3,1,0,7,7,7,2,0,2,0,6,6,6,6,2,2,2,0,6,2,0,0,1,0,1,1,0,4,4,4
X1_25,0.8736740012304391,-0.7872306042549382,0.04617042580923824,0,0,3,1,0,4,4,4,2,0,2,0,5,5,2,2,2,2,2,0,6,2,0,0,1,0,4,4,4,1,0,9
X1_31,1.7687725787652917,1.4707726645636716,-1.112905394302078,0,1,0,3,1,0,3,1,0,2,0,5,2,2,0,9,2,2,2,0,6,2,0,0,0,3,3,3,1,0,8,8
X1_27,-0.7131808287676246,-1.0792576115799108,-0.07375811855491658,0,0,4,4,4,1,0,8,2,0,4,4,4,1,1,0,2,2,2,0,6,2,0,0,1,0,1,1,0,7,7,7
X1_33,0.7561683149591405,-1.3936794146192661,0.6915419451062848,0,0,3,1,0,7,7,7,2,0,2,0,6,6,6,6,2,2,2,0,6,2,0,0,1,0,1,1,0,4,4,4
X1_32,2.2554011295043077,1.0400711852110154,-2.9800292875946073,0,1,0,3,1,0,8,3,0,2,0,5,2,2,0,4,2,2,2,0,6,2,0,0,0,3,3,3,1,0,3,3
X1_26,0.6977618415432556,-1.312591621006712,1.160335861119094,0,0,3,1,0,7,7,7,2,0,2,0,6,6,6,6,2,2,2,0,6,2,0,0,1,0,1,1,0,4,4,4
X1_22,2.055856592801598,0.10851139572925951,0.37840132420159583,0,0,3,1,0,4,4,4,2,0,2,0,5,5,2,2,2,2,2,0,6,2,0,0,1,0,4,4,4,1,0,6
X1_36,0.5090247264856914,0.09113565837828806,1.30242313590213,0,0,3,1,0,7,7,7,2,0,2,0,6,6,6,6,2,2,2,0,6,2,0,0,1,0,1,1,0,4,4,4
X1_37,-0.7613978057845129,-1.043224896944802,0.6418008131404479,0,0,4,4,4,1,0,8,2,0,4,4,4,1,1,0,2,2,2,0,6,2,0,0,1,0,1,1,0,7,7,7
X1_23,0.3900747974307957,-1.1265432289790878,0.10632964340917765,0,0,3,1,0,7,7,7,2,0,2,0,6,6,6,6,2,2,2,0,6,2,0,0,1,0,1,1,0,4,4,4
X1_9,1.8944746023688346,3.1753767613663215,-6.5866624454462634,1,3,1,0,6,6,6,6,0,1,1,1,1,0,8,8,0,0,4,4,4,4,4,9,0,1,0,0,3,3,1,1
X1_35,2.4039538721216807,1.6847554333229968,-1.4573232806907839,0,1,0,3,1,0,3,1,0,2,0,5,2,2,0,4,2,2,2,0,6,2,0,0,0,3,3,3,1,0,3,3
X1_21,2.3066259516873786,-0.8296082919071387,-0.21343887449078278,0,0,3,1,0,4,4,4,2,0,2,0,5,5,2,2,2,2,2,0,6,2,0,0,1,0,4,4,4,1,0,6
X1_20,0.3661703501228874,-1.5946156448446263,0.20263710246617642,0,0,3,1,0,7,7,7,2,0,2,0,6,6,6,6,2,2,2,0,6,2,0,0,1,0,1,1,0,4,4,4
X1_34,0.8009788590453758,-0.7916050045026305,1.2045042474345078,0,0,3,1,0,7,7,7,2,0,2,0,6,6,6,6,2,2,2,0,6,2,0,0,1,0,1,1,0,4,4,4
X1_8,1.7326790178743892,1.1770341756532252,-4.522859534844739,0,1,0,2,2,2,2,2,0,2,0,2,0,4,4,1,2,2,2,0,0,1,1,1,0,1,0,0,6,6,6,2
X1_127,1.2966254217629785,0.35750055474639314,0.7769479504067559,0,0,3,1,0,4,4,4,2,0,2,0,5,5,2,2,2,2,2,0,6,2,0,0,1,0,4,4,4,1,0,9
X1_133,0.4318023614540414,-1.1568781093537144,0.27897448907690603,0,0,3,1,0,7,7,7,2,0,2,0,6,6,6,6,2,2,2,0,6,2,0,0,1,0,1,1,0,4,4,4
X1_53,1.8172569906611795,-0.7772405645074457,0.2143247331428885,0,0,3,1,0,4,4,4,2,0,2,0,5,5,2,2,2,2,2,0,6,2,0,0,1,0,4,4,4,1,0,6
X1_47,3.3190066580279347,1.0020469221519828,0.53334813694377,0,1,0,3,1,0,3,1,0,2,0,5,2,2,0,4,2,2,2,0,6,2,0,0,0,3,3,3,1,0,8,8
X1_90,1.9111844537226588,-0.01949668399137165,-2.8197237372911026,0,1,0,3,1,0,3,1,0,2,0,5,2,2,0,4,2,2,2,0,6,2,0,0,0,3,3,3,1,0,3,3
X1_84,2.0178022391375188,-0.3347947464321722,-1.886954860009685,0,1,0,3,1,0,3,1,0,2,0,5,2,2,0,9,2,2,2,0,6,2,0,0,0,3,3,3,1,0,8,8
X1_85,0.3340971581003766,-1.4545498800888672,0.5057798872519833,0,0,3,1,0,7,7,7,2,0,2,0,6,6,6,6,2,2,2,0,6,2,0,0,1,0,1,1,0,4,4,4
X1_91,3.4022975554434742,-0.7784173068211293,-2.083094302726887,0,1,0,3,1,0,8,3,0,2,0,2,0,3,3,3,2,2,2,0,6,2,0,0,0,3,3,3,1,0,3,3
X1_46,1.525763398036808,-0.9590263079321188,-1.5659387524540187,0,0,3,1,0,4,4,4,2,0,2,0,5,5,2,2,2,2,2,0,6,2,0,0,1,0,4,4,4,1,0,6
X1_52,3.1750289178379525,1.7098321480955927,-4.930367724858883,1,3,1,0,3,3,1,0,0,1,1,1,1,0,5,5,0,1,0,5,5,5,2,2,0,1,0,0,3,3,1,1
X1_132,3.0788392245444833,0.17426576929690915,-1.3575827760383317,0,1,0,3,1,0,3,1,0,2,0,5,2,2,0,4,2,2,2,0,6,2,0,0,0,3,3,3,1,0,8,8
X1_126,0.658348887348257,-1.0680460312194644,-1.1324050996454778,0,0,3,1,0,4,4,4,2,0,2,0,5,5,2,2,2,2,2,0,6,2,0,0,1,0,4,4,4,1,0,9
X1_130,1.2389039247081026,0.2560757328578113,-4.319269556316955,0,1,0,2,2,2,2,2,0,2,0,2,0,4,4,1,2,2,2,0,0,6,6,6,0,1,0,0,6,6,6,2
X1_124,0.2842738642417911,-0.604633574512292,1.0786989088125971,0,0,3,1,0,7,7,7,2,0,2,0,6,6,6,6,2,2,2,0,6,2,0,0,1,0,1,1,0,4,4,4
X1_118,-1.4564689900847947,-0.5924921528679712,0.9048024699258885,0,0,4,4,4,1,0,9,2,0,4,4,4,1,1,0,2,2,2,0,6,2,0,0,2,2,2,2,2,2,2,0
X1_44,2.754901067643761,0.992231077353416,-2.4908108133666085,0,1,0,3,1,0,8,3,0,2,0,5,2,2,0,4,2,2,2,0,6,2,0,0,0,3,3,3,1,0,3,3
X1_50,1.5542699569333822,-0.940164962939348,-1.5811426074192718,0,0,3,1,0,4,4,4,2,0,2,0,5,5,2,2,2,2,2,0,6,2,0,0,1,0,4,4,4,1,0,6
X1_78,0.013521499718337262,-0.32025140127374363,0.8875136474257354,0,0,3,1,0,7,7,7,2,0,2,0,6,6,6,6,2,2,2,0,6,2,0,0,1,0,1,1,0,4,4,4
X1_87,0.3176150922852452,-1.2773527631145818,0.8494672115550339,0,0,3,1,0,7,7,7,2,0,2,0,6,6,6,6,2,2,2,0,6,2,0,0,1,0,1,1,0,4,4,4
X1_93,0.0032595497222346094,-1.0924256592571555,0.08371165399847443,0,0,3,1,0,7,7,7,2,0,2,0,6,6,6,6,2,2,2,0,6,2,0,0,1,0,1,1,0,4,4,4
