#FocalAdhesion's CSV 
#number,center_x,center_y,length_x,length_y,area,aspect_ratio,orientation,main_axis_start_x,main_axis_start_y,main_axis_end_x,main_axis_end_y,side_axis_start_x,side_axis_start_y,side_axis_end_x,side_axis_end_y,keep
0,327.0,225.0,26.1725046566048,24.376726964837772,442,1.0736677115987454,0.8124186125847132,318.0,216.0,336.0,235.0,323.0,239.0,340.69635036496356,222.2350364963504,1
1,391.0,232.0,10.770329614269007,5.570860145311482,48,1.9333333333333589,5.902678930067221,386.0,234.0,396.0,230.0,391.0,229.0,393.0689655172415,234.17241379310332,1
