,x,y,z,average3,average4,average5,complete3,complete4,complete5,single3,single4,single5,ward3,ward4,ward5
45,1.5592930963616218,0.9157346543032576,-0.061449924328153674,0,1,0,0,1,0,2,2,0,0,3,3
119,2.355927955048931,0.812356518313953,-0.4938829440680512,0,1,0,0,1,0,2,2,0,0,3,3
125,-0.3211017770315681,0.909431363222841,-0.690759689906789,0,1,0,0,1,0,2,2,0,0,1,1
131,-0.7618689517716674,0.8012116145321874,-0.3463085694049511,0,1,0,0,1,0,2,2,0,0,1,1
109,-1.1866342314736535,0.8890726626298939,0.2957258253387665,0,1,0,0,1,0,2,2,0,0,1,1
135,-0.550177529189962,-2.1061050581601872,1.2182223411017004,0,0,1,0,0,1,2,2,0,2,2,0
121,1.3460953980298864,-0.010700990297655711,0.5689114573476447,0,1,0,0,1,0,2,2,0,0,3,3
69,-0.9832803933669743,0.08678962538450495,0.3892908589488267,0,1,0,0,1,0,2,2,0,0,3,3
41,-0.01510222605859799,-3.2354958832960024,2.2749202389717222,0,0,4,0,0,4,2,2,0,2,2,0
55,-0.9845220987909641,1.1549490125337278,-0.8774892946414271,0,1,0,0,1,0,2,2,0,0,1,1
82,1.113712241645435,-2.129291746534149,-0.8944456059487028,0,0,1,0,0,1,2,2,0,2,2,0
96,-0.0006149481009527462,-5.508817677193159,2.978424394500969,2,2,2,1,3,3,0,0,2,1,0,2
97,0.8654284417393869,1.2195558393466732,0.3080723968494371,0,1,0,0,1,0,2,2,0,0,3,3
83,0.7202067843567255,-0.3115984752688708,0.314561575651351,0,1,0,0,1,0,2,2,0,0,3,3
54,-1.253574683779675,0.8492235783765526,-0.10489894912736382,0,1,0,0,1,0,2,2,0,0,1,1
40,0.7696647223989792,-1.743411231688395,-0.7352696263951081,0,0,1,0,0,1,2,2,0,2,2,0
68,-0.24832529849733256,-0.3468251937484926,0.12655874771244946,0,1,0,0,1,0,2,2,0,0,3,3
120,2.166933943598571,-6.440390936689887,-0.0006588133900747472,2,2,2,1,3,3,0,1,1,1,0,2
134,-1.254869196058879,2.3203837738610855,-1.4799891136902763,0,1,0,0,1,0,2,2,0,0,1,1
108,-0.14622288760236676,-0.7660519560500253,-0.5240057208556042,0,1,0,0,1,0,2,2,0,0,3,3
122,-0.6573837980959003,0.8330828695947037,0.5836400930320977,0,1,0,0,1,0,2,2,0,0,3,3
136,-0.23124921399457782,1.7562577967140154,-0.042383458410620016,0,1,0,0,1,0,2,2,0,0,1,1
56,-0.4565882128572873,-1.5368738469693408,1.304171699432091,0,0,1,0,0,1,2,2,0,2,2,0
42,-1.1434118557217223,0.367413358137919,-1.1644209269334138,0,1,0,0,1,0,2,2,0,0,1,1
95,-0.29692801438446365,-0.06620291243597293,-0.6797186063561748,0,1,0,0,1,0,2,2,0,0,3,3
81,2.2106571022774646,-1.7209532195968051,1.1216217470675465,0,0,1,0,0,1,2,2,0,2,2,0
80,0.7075505177048713,1.6894992140667047,-0.6092903506770455,0,1,0,0,1,0,2,2,0,0,1,1
94,-0.9200474917751484,1.1846816175534256,-0.05884613097755585,0,1,0,0,1,0,2,2,0,0,1,1
43,1.4580637700960555,-1.8080515092855654,0.21674202284226024,0,0,1,0,0,1,2,2,0,2,2,0
57,1.3555808301379315,1.2547011486699986,-0.7792065795484527,0,1,0,0,1,0,2,2,0,0,3,3
137,-0.3251351888096084,1.8404285479340083,0.23301817056840074,0,1,0,0,1,0,2,2,0,0,1,1
123,-0.15393554828531295,0.13100367751703892,-0.09805083540575184,0,1,0,0,1,0,2,2,0,0,3,3
