,x,y,z,average3,average4,average5,complete3,complete4,complete5,single3,single4,single5,ward3,ward4,ward5
106,-1.3222888149481886,1.2611776643665644,-0.20807777875455952,0,1,0,0,1,0,2,2,0,0,1,1
112,0.6555024166377098,-1.3155223574423087,-0.673775879250284,0,0,1,0,0,1,2,2,0,2,2,0
72,1.1654677430584774,-5.707362962444708,-0.5114587816739217,2,2,2,1,3,3,0,0,2,1,0,2
66,0.2592634666486001,-4.236276251400973,3.2209481462703557,2,2,2,1,3,3,0,0,4,1,0,2
99,-1.4675460353560679,2.3818365980639244,-0.49248338032671624,0,1,0,0,1,0,2,2,0,0,1,1
98,-0.12055115167172044,-4.217092551352717,-0.12652174421482532,0,0,4,0,0,4,2,2,0,2,2,0
67,0.07824174684660351,1.5231672183181793,0.2590316505924875,0,1,0,0,1,0,2,2,0,0,1,1
73,-0.1991442172602367,0.886416288335503,-0.7478902956013023,0,1,0,0,1,0,2,2,0,0,1,1
113,0.41642509479082956,-1.3069602461372951,0.12163479916653987,0,0,1,0,0,1,2,2,0,2,2,0
107,-0.8787647067520977,-0.05195875894240405,0.8092806642784095,0,1,0,0,1,0,2,2,0,0,3,3
111,-0.043296713640136666,-2.434441644860582,2.324808698068511,0,0,1,0,0,1,2,2,0,2,2,0
105,-0.8221722344102533,-1.0036686925447915,0.8687866816674404,0,0,1,0,0,1,2,2,0,2,2,0
139,-1.246394247331863,2.001943289865457,-0.6521407315481657,0,1,0,0,1,0,2,2,0,0,1,1
65,0.5485471687829754,1.15614519248894,-0.5345947666119729,0,1,0,0,1,0,2,2,0,0,1,1
71,0.9117968262797874,1.3849308044729025,-0.937204064139751,0,1,0,0,1,0,2,2,0,0,1,1
59,-0.9882422702257252,1.393974281979788,-0.11042819191265098,0,1,0,0,1,0,2,2,0,0,1,1
58,-0.41727919813173875,-0.771022353655591,1.310363228036418,0,0,1,0,0,1,2,2,0,2,2,0
70,-1.9731060563869014,1.948574117969021,-1.0720371207233788,0,1,0,0,1,0,2,2,0,0,1,1
64,-0.5065181859788718,1.9232978513737509,-0.7494219318333414,0,1,0,0,1,0,2,2,0,0,1,1
138,-0.9213708058561367,1.385493444682173,0.13758670969908277,0,1,0,0,1,0,2,2,0,0,1,1
104,-0.6007039174591584,-0.022678184181015318,-0.22585641454208916,0,1,0,0,1,0,2,2,0,0,3,3
110,0.3090291437111638,0.05591213871978673,-0.9919929611673933,0,1,0,0,1,0,2,2,0,0,3,3
128,-1.7527672875044102,2.064109454688788,-1.2573833103668706,0,1,0,0,1,0,2,2,0,0,1,1
114,-1.5898589693725094,1.6604664824914563,-0.6765630891604073,0,1,0,0,1,0,2,2,0,0,1,1
100,-1.1166009887492632,1.5172901316322494,-0.3726201649865909,0,1,0,0,1,0,2,2,0,0,1,1
48,-0.5085542990127995,-1.6553938247160176,1.193684256438852,0,0,1,0,0,1,2,2,0,2,2,0
60,0.6001618112088365,0.9594300822229109,0.38618455723014794,0,1,0,0,1,0,2,2,0,0,3,3
74,-0.9982866363243764,1.5114239772548577,-1.0022034761634928,0,1,0,0,1,0,2,2,0,0,1,1
75,1.1050092096128374,0.5998378346987587,-0.6331121830938089,0,1,0,0,1,0,2,2,0,0,3,3
61,0.6090965343337168,-1.0255142179584693,1.8668862428142683,0,0,1,0,0,1,2,2,0,2,2,0
49,0.8547716566329963,0.3686296767702896,1.0660043107136004,0,1,0,0,1,0,2,2,0,0,3,3
101,-0.1377953922181391,-3.8253075810227113,1.826353520194917,0,0,4,0,0,4,2,2,0,2,2,0
115,-0.47699317821021725,0.5481245553944981,-0.8708384859034325,0,1,0,0,1,0,2,2,0,0,1,1
129,-1.9579722577426328,1.713538035661058,-1.0729878127818877,0,1,0,0,1,0,2,2,0,0,1,1
103,0.7715445218962974,-2.8534743294493143,0.7496587975802883,0,0,1,0,0,1,2,2,0,2,2,0
117,0.6297724774766063,0.8600875669479013,0.023394196513042906,0,1,0,0,1,0,2,2,0,0,3,3
77,0.8316808046759316,1.52121447138541,0.46443761858194393,0,1,0,0,1,0,2,2,0,0,3,3
63,0.559958155323178,0.9336121343125766,-0.6119105346467115,0,1,0,0,1,0,2,2,0,0,1,1
88,0.5510576263449749,0.3672752060046958,-0.8591516590198846,0,1,0,0,1,0,2,2,0,0,3,3
89,0.6358997664232902,1.6981115760385614,-0.5496075889087145,0,1,0,0,1,0,2,2,0,0,1,1
62,-0.3004024047024654,-1.6756634895622546,1.797701397606995,0,0,1,0,0,1,2,2,0,2,2,0
76,-1.9550062620293744,1.9288024599787685,-1.369496197970676,0,1,0,0,1,0,2,2,0,0,1,1
116,1.3361222866082367,-1.5018824601772676,-0.24873054198437983,0,0,1,0,0,1,2,2,0,2,2,0
102,1.8130654650191271,-3.945791722233724,0.8323740073222959,0,0,4,0,0,4,2,2,0,2,2,0
11,0.49498855948189685,-0.5295023995756842,1.5850314848160654,0,0,1,0,0,1,2,2,0,2,2,0
5,0.1141910980167438,2.383732933751998,0.010882382912669358,0,1,0,0,1,0,2,2,0,0,1,1
39,-0.5189895234637921,1.5716934544298142,-0.3498945918701805,0,1,0,0,1,0,2,2,0,0,1,1
38,-1.8058061936476986,1.935235679832222,-1.033555168944988,0,1,0,0,1,0,2,2,0,0,1,1
4,-0.9040475120835868,1.336526374519888,-0.49220496243112977,0,1,0,0,1,0,2,2,0,0,1,1
10,-0.8683719966881739,0.876871710620039,-0.6375885458203455,0,1,0,0,1,0,2,2,0,0,1,1
6,0.16443829507128177,-1.499972495572888,-0.010502222455745275,0,0,1,0,0,1,2,2,0,2,2,0
12,-0.8808293750877491,1.3459273474709081,-0.6768817851034723,0,1,0,0,1,0,2,2,0,0,1,1
13,1.2068964104766777,0.7563321300544217,-1.023299152134563,0,1,0,0,1,0,2,2,0,0,3,3
7,1.2887053670135173,0.29019094791803324,-0.9240756814730984,0,1,0,0,1,0,2,2,0,0,3,3
3,1.181241210639072,0.7661205234054096,-1.0394632257977356,0,1,0,0,1,0,2,2,0,0,3,3
17,0.6690993838626436,0.9072905288543741,0.2317537903433125,0,1,0,0,1,0,2,2,0,0,3,3
16,-1.8038472792205507,1.7426684947575446,-0.8720364396613962,0,1,0,0,1,0,2,2,0,0,1,1
2,0.286278081296523,0.744570295573958,1.2399805566523807,0,1,0,0,1,0,2,2,0,0,3,3
28,-0.4847345726638482,2.2735079538334197,-0.9209497841034138,0,1,0,0,1,0,2,2,0,0,1,1
14,0.17910022559477018,-0.01309819224278399,0.30964467850439353,0,1,0,0,1,0,2,2,0,0,3,3
0,-0.12167308803157982,1.3322537480808405,-0.1487111601802467,0,1,0,0,1,0,2,2,0,0,1,1
1,-0.5879727006848275,0.23526336936980882,0.8436858336707732,0,1,0,0,1,0,2,2,0,0,3,3
15,-0.3879083495117046,-10.488446106184757,-1.109273719352394,1,3,3,2,2,2,1,3,3,1,0,4
29,1.1657273284703307,1.446900383588176,-0.2723127663912931,0,1,0,0,1,0,2,2,0,0,3,3
30,-0.9951132927947611,1.1111293715318598,0.1407408007884487,0,1,0,0,1,0,2,2,0,0,1,1
24,2.8146231991056396,-1.172159288237982,-0.4805000948474481,0,0,1,0,0,1,2,2,0,2,2,0
18,1.5918013874379433,-0.9453528963937214,1.232413712483563,0,0,1,0,0,1,2,2,0,2,2,0
19,-0.8977979715761499,1.8070338555287533,-0.4558127158943122,0,1,0,0,1,0,2,2,0,0,1,1
25,-0.4586357517733321,1.236262549374199,-1.2261622957465423,0,1,0,0,1,0,2,2,0,0,1,1
31,-0.7225149062347523,-1.496216290172771,0.51390131334369,0,0,1,0,0,1,2,2,0,2,2,0
27,-1.8125214713514233,1.7384788195524294,-0.8567539109431103,0,1,0,0,1,0,2,2,0,0,1,1
33,0.10433098120674185,1.2842279597885338,-0.8518548704497976,0,1,0,0,1,0,2,2,0,0,1,1
32,0.300439438644389,-2.0179458408235402,1.8191662046614194,0,0,1,0,0,1,2,2,0,2,2,0
26,0.27768860793336275,1.9823041984794314,-0.6082437640355549,0,1,0,0,1,0,2,2,0,0,1,1
22,0.3271625603028634,0.4105814362261989,0.6944509682573341,0,1,0,0,1,0,2,2,0,0,3,3
36,-0.5007357769785498,1.6227732187099568,0.09517713369947027,0,1,0,0,1,0,2,2,0,0,1,1
37,-1.819326756870342,1.7766370159062277,-0.6553599648796098,0,1,0,0,1,0,2,2,0,0,1,1
23,-0.5155863384892819,1.4460990230106272,-1.1395846737477615,0,1,0,0,1,0,2,2,0,0,1,1
9,0.6864198695318664,-5.4513806874459885,2.320733032552725,2,2,2,1,3,3,0,0,2,1,0,2
35,0.7784140367933822,-1.6885196462666463,0.8659521145171128,0,0,1,0,0,1,2,2,0,2,2,0
21,1.5458024973279911,0.36972485716142217,-0.08119705414314148,0,1,0,0,1,0,2,2,0,0,3,3
20,-0.0532670222558249,1.6798717891597783,-0.8812440061347292,0,1,0,0,1,0,2,2,0,0,1,1
34,-0.007975948318984592,1.3832219520049103,-1.3777921164940623,0,1,0,0,1,0,2,2,0,0,1,1
8,0.5218058149959496,-3.2171694667700597,1.375900116237988,0,0,4,0,0,4,2,2,0,2,2,0
127,-0.37318631554870696,0.4908883539788056,0.135977877842779,0,1,0,0,1,0,2,2,0,0,3,3
133,-0.3567182729743082,1.475724429492955,-0.5643118563499041,0,1,0,0,1,0,2,2,0,0,1,1
53,0.6367723276935341,0.49655352897057614,-0.23019721505708962,0,1,0,0,1,0,2,2,0,0,3,3
47,2.0072134665825265,-1.1614041606394823,-0.13775813586168273,0,0,1,0,0,1,2,2,0,2,2,0
90,0.13449484296074513,-1.4357690060803874,0.8930859796747113,0,0,1,0,0,1,2,2,0,2,2,0
84,0.2667717814211965,-0.3843060240392493,0.9108981630245769,0,1,0,0,1,0,2,2,0,0,3,3
85,0.07318069005706769,1.0570259536112843,-1.5205747842775335,0,1,0,0,1,0,2,2,0,0,1,1
91,2.3827024769850866,-1.2565740501143485,0.8640347007162197,0,0,1,0,0,1,2,2,0,2,2,0
46,-0.17165606228066269,0.05150559096960166,1.065854930393666,0,1,0,0,1,0,2,2,0,0,3,3
52,1.7643374950868065,-3.073918969213083,1.6564719420553928,0,0,4,0,0,4,2,2,0,2,2,0
132,1.713991191996549,-1.1601579231619852,-0.5907260164394337,0,0,1,0,0,1,2,2,0,2,2,0
126,-0.05207428287507343,0.9074970340767572,0.08372496426794745,0,1,0,0,1,0,2,2,0,0,3,3
130,-0.5395369053207592,-1.7170174577335857,1.596601420727461,0,0,1,0,0,1,2,2,0,2,2,0
124,-0.8427219505525588,1.7955222482399338,-0.2276117075235822,0,1,0,0,1,0,2,2,0,0,1,1
118,-2.236647465808467,1.783293064630446,-1.587902755230864,0,1,0,0,1,0,2,2,0,0,1,1
44,1.6632032916965012,-1.6489955852084406,1.929006865661521,0,0,1,0,0,1,2,2,0,2,2,0
50,-0.1894390691339877,-0.0059472590748166285,1.0739792147542349,0,1,0,0,1,0,2,2,0,0,3,3
78,-1.2596021468053542,1.2572792829093242,-0.40506265648878753,0,1,0,0,1,0,2,2,0,0,1,1
87,-0.5192639233605516,1.9290242734752403,-0.06875727748458149,0,1,0,0,1,0,2,2,0,0,1,1
93,-0.6369788961723344,1.8233970988646229,-0.9279271025732474,0,1,0,0,1,0,2,2,0,0,1,1
92,-0.413210615013243,-0.7767154966538706,0.4335781705990223,0,1,0,0,1,0,2,2,0,0,3,3
86,2.2214863835245247,-2.3084181764045066,-1.0754647572674167,0,0,1,0,0,1,2,2,0,2,2,0
79,-2.1821385862796636,1.825985545496101,-1.6866580984858013,0,1,0,0,1,0,2,2,0,0,1,1
51,0.2785830698583286,1.4720419472851258,-0.7678581418710183,0,1,0,0,1,0,2,2,0,0,1,1
