,x,y,z,average3,average4,average5,complete3,complete4,complete5,single3,single4,single5,ward3,ward4,ward5
18,116.25299388502658,58.4067736776506,-16.68741095099147,0,2,0,2,0,0,0,0,0,1,0,1
19,-47.318409660271755,-106.62884905723097,14.64024778338438,0,2,0,2,0,0,0,0,0,1,0,4
25,-69.0755703650799,-86.02770911617036,-31.551589178406935,0,2,0,2,0,0,0,0,0,1,0,4
31,255.9731952807616,148.58165469337436,159.657645179928,2,0,2,0,2,2,0,0,0,0,1,0
27,-269.7621806904217,-36.26614393257579,76.74990509100066,0,1,4,2,0,1,0,0,0,2,2,2
33,62.421060969570135,-177.07061113394212,13.2262910120388,0,2,0,2,0,0,0,0,0,1,0,1
32,77.56177325960975,175.63431330802544,-7.374049917605441,0,2,0,2,0,0,0,0,0,1,0,1
26,-73.24910635611786,-121.5539870207498,-111.00391154589295,0,2,0,2,0,0,0,0,0,1,0,1
22,209.8709674988837,-34.26034142295354,169.37697864860223,2,0,1,0,2,2,0,0,0,0,1,0
36,-38.93476491313898,60.8139190765599,24.303664319252142,0,2,0,2,0,0,0,0,0,1,0,4
37,-274.72281848074,-30.095711207103015,47.19316644985976,0,1,4,2,0,1,0,0,0,2,2,2
23,-14.04638680255401,-65.08337085992896,74.3325702616182,0,2,0,2,0,0,0,0,0,1,0,4
9,376.8471647011791,260.6842315413813,-9.248067609292907,2,0,2,0,1,4,0,1,1,0,1,0
35,52.29960688235233,66.5379398371009,-80.25657881789836,0,2,0,2,0,0,0,0,0,1,0,4
21,48.5684276745392,-77.20281114967005,-121.2678863578997,0,2,0,2,0,0,0,0,0,1,0,1
20,-43.73606307667005,-160.34739889862928,-44.77927230697668,0,2,0,2,0,0,0,0,0,1,0,1
34,-53.68452989170111,-63.98891395414071,-110.35025240003036,0,2,0,2,0,0,0,0,0,1,0,4
8,-140.25247798618474,125.70491607904899,70.30810162408635,0,2,0,2,0,0,0,0,0,1,0,4
127,-86.3918343568705,-3.615330463410866,-103.87044661931404,0,2,0,2,0,0,0,0,0,1,0,4
133,-32.630894453397616,-23.840773364303587,-41.960247302307515,0,2,0,2,0,0,0,0,0,1,0,4
53,260.64611551632646,-157.3522137192986,127.45009752212395,2,0,1,0,2,2,0,0,0,0,1,0
47,136.44733745064377,-138.75467777543355,-44.18271993293413,0,2,0,2,0,0,0,0,0,1,0,1
90,54.82252389411992,182.2105141230204,26.439753141277354,0,2,0,2,0,0,0,0,0,1,0,1
84,96.25397425934,106.48840895623881,-14.167258246900843,0,2,0,2,0,0,0,0,0,1,0,1
85,-190.5707315676402,-98.93500250130671,-63.66983490676843,0,2,0,2,0,0,0,0,0,1,0,4
91,209.5123775139862,66.85812281261715,-124.67606714383967,2,0,1,0,2,2,0,0,0,0,1,0
46,81.75944566208224,127.04101231562028,13.251125231730239,0,2,0,2,0,0,0,0,0,1,0,1
52,311.13388076119696,218.5719536620069,-33.18700735120461,2,0,2,0,1,4,0,0,0,0,1,0
132,344.87350632608667,-7.606217099902673,63.23861475769563,2,0,1,0,2,2,0,0,0,0,1,0
126,-33.35655066997782,109.6999149267716,63.70514605996655,0,2,0,2,0,0,0,0,0,1,0,4
130,-7.016872969333828,204.90549013414653,114.87626003815242,0,2,0,2,0,0,0,0,0,1,0,1
124,-73.73970177994873,-54.067702950958505,-24.31086788445011,0,2,0,2,0,0,0,0,0,1,0,4
118,-283.7109966922219,-55.93028637234161,61.8194493550722,0,1,4,2,0,1,0,0,0,2,2,2
44,107.86818901332082,122.60900230809854,-53.42006157600103,0,2,0,2,0,0,0,0,0,1,0,1
50,81.4613107969653,127.32784690086274,11.23572012529672,0,2,0,2,0,0,0,0,0,1,0,1
78,-25.478194148646775,-21.626451024553546,53.58546045467341,0,2,0,2,0,0,0,0,0,1,0,4
87,83.48788757862188,-153.66038425080117,94.5794435205397,0,2,0,2,0,0,0,0,0,1,0,1
93,87.39427618249799,31.579364590396132,191.07493930582876,2,0,1,0,2,2,0,0,0,0,1,0
92,214.48314262639823,12.577245482857203,87.94223309581272,2,0,1,0,2,2,0,0,0,0,1,0
86,318.3005514809562,-83.61826423912592,23.70209665840915,2,0,1,0,2,2,0,0,0,0,1,0
79,-268.2088643528351,-119.06817568696167,60.05931516220865,0,1,4,2,0,1,0,0,0,2,2,2
51,122.55663358095539,-168.13412956482426,152.02084287084864,2,0,1,0,2,2,0,0,0,0,1,0
45,125.71622157356045,-216.3528776414311,2.2960935697639,2,0,1,0,2,2,0,0,0,0,1,0
119,-86.67877413836035,-59.11035485621977,-215.1736246774278,0,2,0,2,0,0,0,0,0,1,0,1
125,-152.056213257367,-18.118698798194565,-47.67141052758753,0,2,0,2,0,0,0,0,0,1,0,4
131,-225.45853328256018,-10.679761762553788,-55.38390264316969,0,1,4,2,0,1,0,0,0,2,2,2
109,-246.3975402087237,33.85310632823123,-17.942999733916913,0,1,4,2,0,1,0,0,0,2,2,2
135,-0.7264243173763573,131.32859192168578,-73.75889695822045,0,2,0,2,0,0,0,0,0,1,0,4
121,-147.40076876325386,59.587186596030094,-131.99225333976486,0,2,0,2,0,0,0,0,0,1,0,4
69,-121.30417398516558,73.19631149097577,-31.448913924129126,0,2,0,2,0,0,0,0,0,1,0,4
41,-25.33366957868299,120.37315757897473,-97.82869843578344,0,2,0,2,0,0,0,0,0,1,0,4
55,-310.39810767285985,-0.22444217460909205,73.02692354434208,0,1,4,2,0,1,0,0,0,2,2,2
82,143.45144386294425,-26.206071048101204,-185.18594938120856,0,2,0,0,2,2,0,0,0,1,0,1
96,58.83173302837483,127.50296252221038,-111.43083630042491,0,2,0,2,0,0,0,0,0,1,0,1
97,140.5494762438211,-2.8120197327935506,-21.12201135339069,0,2,0,2,0,0,0,0,0,1,0,1
83,136.18410502947918,-58.84065332206627,-46.391624801815865,0,2,0,2,0,0,0,0,0,1,0,1
54,-84.57750627278605,14.532894255628763,21.545670704236326,0,2,0,2,0,0,0,0,0,1,0,4
40,183.30245358344058,-44.780388775125004,-116.61578416572011,0,2,0,0,2,2,0,0,0,1,0,1
68,-62.965424340043924,98.46401422353388,2.1132563298680953,0,2,0,2,0,0,0,0,0,1,0,4
120,-25.392210562759672,70.46554692727437,-179.61111006782795,0,2,0,2,0,0,0,0,0,1,0,4
134,-149.55699159280783,-169.9193783962096,-6.463618244413901,0,2,0,2,0,0,0,0,0,1,0,4
108,77.66323273309453,-80.59895404621393,12.916221313740103,0,2,0,2,0,0,0,0,0,1,0,1
122,-264.067494688107,54.33226377421225,-47.01549289955905,0,1,4,2,0,1,0,0,0,2,2,2
136,-70.5066802654049,30.666506082818874,40.42977395840394,0,2,0,2,0,0,0,0,0,1,0,4
56,-257.9859322813434,58.91509501444256,29.44293284555187,0,1,4,2,0,1,0,0,0,2,2,2
42,-204.03003073279135,40.114843940603286,-15.603040154537204,0,1,4,2,0,1,0,0,0,2,2,2
95,-104.37208506505655,13.663277690816367,-72.05288061594628,0,2,0,2,0,0,0,0,0,1,0,4
81,199.2123869508335,42.80792980753118,-90.5998142577749,2,0,1,0,2,2,0,0,0,0,1,0
80,15.995176452454855,5.656076173279679,142.11492825452945,0,2,0,2,0,0,0,0,0,1,0,1
94,-69.9263685099373,11.714491024019967,0.920824163921235,0,2,0,2,0,0,0,0,0,1,0,4
43,115.5872288468639,-28.903301342639658,-96.04262414542715,0,2,0,2,0,0,0,0,0,1,0,1
57,-15.102141938063056,-157.63461826515595,-136.49712323027896,0,2,0,2,0,0,0,0,0,1,0,1
137,54.58183816014287,-114.56144336975481,64.0121212257041,0,2,0,2,0,0,0,0,0,1,0,1
123,19.181350800747687,-18.562750147092107,-74.07864054746383,0,2,0,2,0,0,0,0,0,1,0,4
