,x,y,z,average3,average4,average5,complete3,complete4,complete5,single3,single4,single5,ward3,ward4,ward5
3,90.4190643477167,110.06427166944624,-74.52929867253135,0,1,0,2,2,2,2,0,0,1,1,0
17,65.47758607108197,91.85887006070261,-133.55761184940576,0,1,0,2,2,2,2,0,0,1,1,0
16,-40.38360955433599,108.71748098929527,-103.14989355542352,0,3,1,0,0,4,2,0,0,0,0,4
2,6.098404349767641,102.52920251526355,-79.54812442663054,0,3,1,0,0,4,2,0,0,0,0,4
28,17.248822263786643,-8.059884228148524,-91.11288726788455,0,3,1,0,0,4,2,0,0,0,0,4
14,82.39154323906192,247.94869663236432,-32.73918966723685,0,1,0,2,2,2,2,0,0,1,1,0
0,-214.64643410361518,-139.1052936163395,6.333540960512337,2,2,2,0,3,3,2,0,0,0,3,3
1,118.04783566300199,61.44263700962552,-180.60614753949721,0,1,0,2,2,2,2,0,0,1,1,0
15,-25.115624211661178,198.56674592063587,-158.04313949249286,0,1,0,2,2,2,2,0,0,1,1,0
29,-97.78045706196144,94.79790950104172,-10.05465515102795,0,3,1,0,0,1,2,0,0,0,0,4
30,-111.26975017224585,-62.8922637139842,-105.13992893224535,0,3,1,0,0,1,2,0,0,0,0,1
24,-94.46818738505218,0.7394602939669522,95.65657890795897,0,3,1,0,0,1,2,0,0,0,0,1
18,114.75183791389766,6.377996093699154,-24.193843160587356,0,1,0,0,0,4,2,0,0,1,1,0
19,178.7644860450326,151.90883862418033,66.32105904880781,0,1,0,2,2,2,2,0,0,1,1,0
25,-78.70480778049428,150.3684585266224,85.81476362770596,0,1,0,0,0,4,2,0,0,1,1,0
31,-15.034724803953553,-126.4548691549807,28.276980642038616,0,3,1,0,0,1,2,0,0,0,0,1
27,111.06096379189819,141.95143813667588,104.23070307171778,0,1,0,2,2,2,2,0,0,1,1,0
33,198.73409127556926,-75.93823596428972,67.39975199701325,0,1,0,2,2,2,2,0,0,1,1,0
32,-44.416185344693666,31.234642498860026,112.98462285877778,0,3,1,0,0,1,2,0,0,0,0,1
26,131.97195760586365,-31.036817658803223,65.66418010705394,0,1,0,0,0,4,2,0,0,1,1,0
22,-100.41519546134514,-61.396454084406244,96.23817853282483,0,3,1,0,0,1,2,0,0,0,0,1
36,287.7602619402094,128.8989147157523,124.40667198261144,1,0,3,1,1,0,0,1,4,2,2,2
37,-146.87908532368704,103.3392838496555,-18.71680860849002,0,3,1,0,0,1,2,0,0,0,0,4
23,31.26673816345162,201.06049286142516,-65.14115691793428,0,1,0,2,2,2,2,0,0,1,1,0
9,63.900292256675776,70.31466728732178,38.165690823928315,0,1,0,0,0,4,2,0,0,1,1,0
35,203.42889368516293,100.37476030763342,-184.00144730804445,0,1,0,2,2,2,2,0,1,1,1,0
21,-155.67285834677537,43.560943538984084,15.21621493275846,0,3,1,0,0,1,2,0,0,0,0,1
20,-5.916978030272164,190.32734729914748,12.03109177770496,0,1,0,0,0,4,2,0,0,1,1,0
34,7.398755432107143,-37.966390251112806,16.739069201606807,0,3,1,0,0,1,2,0,0,0,0,4
8,-121.52524146760723,-71.7150877459887,-83.16168628994977,0,3,1,0,0,1,2,0,0,0,0,1
53,207.10375516233265,-34.447314671669105,132.10820750082783,0,1,0,2,2,2,2,0,0,1,1,0
47,42.5744012815273,-50.60796811796912,-1.4678957394826748,0,3,1,0,0,4,2,0,0,0,0,4
90,251.5475628254311,-61.16337284329364,-76.37487420513155,0,1,0,2,2,2,2,0,1,1,1,0
84,-64.40336755245288,-20.245815416881648,121.0153863160046,0,3,1,0,0,1,2,0,0,0,0,1
85,-171.13672746656155,-209.1187800747227,-80.75105279546747,2,2,2,0,3,3,2,0,0,0,3,3
91,-8.34692388448531,-54.70714754774013,107.77415626102379,0,3,1,0,0,1,2,0,0,0,0,1
46,294.6075406932146,168.1005550885202,-59.478291594218966,1,0,3,1,1,0,0,1,4,2,2,2
52,-144.32758087751787,-51.37767046422869,-90.25872125905214,0,3,1,0,0,1,2,0,0,0,0,1
44,260.79283601576225,103.5418286914033,252.72823901349898,1,0,3,1,1,0,0,1,4,2,2,2
50,-200.65388857023774,-235.70154167668397,11.743014764567011,2,2,2,0,3,3,2,0,0,0,3,3
78,-42.09649430837275,15.503935063700384,-8.855937453901408,0,3,1,0,0,1,2,0,0,0,0,4
87,370.9923146586825,-55.723559601701396,-133.5063626098373,1,0,3,1,1,0,0,1,4,2,2,2
93,-43.81393176065839,-21.12209820351186,26.843608189833006,0,3,1,0,0,1,2,0,0,0,0,1
92,-38.965008344588995,-93.85750774286136,112.81822065229149,0,3,1,0,0,1,2,0,0,0,0,1
86,-89.93053880609224,-64.5570747543484,23.457802527087516,0,3,1,0,0,1,2,0,0,0,0,1
79,302.5269487658348,266.37947256122476,-259.8916773825533,1,0,4,1,1,0,1,3,3,2,2,2
51,-144.39367762405945,-59.957222700484934,51.08769301900706,0,3,1,0,0,1,2,0,0,0,0,1
45,112.26714531950489,94.24429083763515,188.85626287203195,0,1,0,2,2,2,2,0,0,1,1,0
109,-156.0345226725504,-239.64123283053917,-5.296472348183718,2,2,2,0,3,3,2,0,0,0,3,3
69,-221.95699927053684,-138.85388611487568,-61.42600813247718,2,2,2,0,3,3,2,0,0,0,3,3
41,378.43378432797016,95.75513844466501,-221.00844916552816,1,0,4,1,1,0,0,2,2,2,2,2
55,29.30128634703493,-53.92081441842755,-88.70737043587901,0,3,1,0,0,4,2,0,0,0,0,4
82,352.92712531018276,144.80955046668947,109.50853643646046,1,0,3,1,1,0,0,1,4,2,2,2
96,-185.88167022497163,-266.34445931009776,45.44829071385607,2,2,2,0,3,3,2,0,0,0,3,3
97,399.24368029339945,51.07343465314745,22.44409624941052,1,0,3,1,1,0,0,1,4,2,2,2
83,-226.70795548728285,-171.36147350325362,-63.8198496199797,2,2,2,0,3,3,2,0,0,0,3,3
54,-20.460131647956736,83.75145785007138,-30.078119864542572,0,3,1,0,0,4,2,0,0,0,0,4
40,49.88291734742372,59.31136894074157,69.13882540747427,0,1,0,0,0,4,2,0,0,1,1,0
68,141.60410890989206,71.14563314323085,-34.45266799465527,0,1,0,2,2,2,2,0,0,1,1,0
108,-48.409257042067715,-164.2464799053622,82.6415558111155,0,3,1,0,0,1,2,0,0,0,0,1
56,-8.293410131309985,-22.420221845607458,-166.34568354408833,0,3,1,0,0,4,2,0,0,0,0,4
42,8.19729132540005,-63.4517946702626,-65.02116313320157,0,3,1,0,0,4,2,0,0,0,0,4
95,82.84724176537756,-143.9318719608228,30.458770960046564,0,3,1,0,0,1,2,0,0,0,0,4
81,-143.91498646256113,25.597240108096354,-43.80656348690416,0,3,1,0,0,1,2,0,0,0,0,1
80,-170.21662984293098,-201.33437151641687,-46.259879122129945,2,2,2,0,3,3,2,0,0,0,3,3
94,-107.99537399006006,-46.84325025067046,-13.909934146589439,0,3,1,0,0,1,2,0,0,0,0,1
43,68.36083579847039,80.57508740420683,19.277400380274784,0,1,0,0,0,4,2,0,0,1,1,0
57,-101.6665044140428,20.526654623845953,55.17455962966822,0,3,1,0,0,1,2,0,0,0,0,1
