,x,y,z,average3,average4,average5,complete3,complete4,complete5,single3,single4,single5,ward3,ward4,ward5
106,78.5149039078898,128.70950415681622,238.64925757145022,0,1,0,2,2,2,2,0,0,1,1,0
112,128.67723877181677,-2.2877151324779317,162.4837578159977,0,1,0,2,2,2,2,0,0,1,1,0
72,-81.82420539854792,-89.69543698064462,-27.051968032612475,0,3,1,0,0,1,2,0,0,0,0,1
66,-115.9639017281006,-12.771392090765236,120.08188263383994,0,3,1,0,0,1,2,0,0,0,0,1
99,-28.626042011829355,72.03175343365265,45.75616965157247,0,3,1,0,0,4,2,0,0,0,0,4
98,264.53032072060137,222.0009926011664,82.36157446538856,1,0,3,1,1,0,0,1,4,2,2,2
67,-228.60952532186025,8.978780089945106,17.73860304243573,0,3,1,0,0,1,2,0,0,0,0,1
73,-218.99092039032837,-94.39996750050612,-15.563231480868083,2,2,2,0,3,3,2,0,0,0,3,3
113,-163.4272543953956,-90.35529995592347,73.58236885361671,0,3,1,0,0,1,2,0,0,0,0,1
107,-60.709902217414786,109.66805614331433,-62.752282560003835,0,3,1,0,0,4,2,0,0,0,0,4
111,-105.23162352088708,-32.91718659409566,98.32233669517291,0,3,1,0,0,1,2,0,0,0,0,1
105,32.168162379385805,-33.31751365992932,41.7566476756737,0,3,1,0,0,4,2,0,0,0,0,4
65,120.3123987104706,51.058749255341205,-118.31903929902465,0,1,0,2,2,2,2,0,0,1,1,0
71,-142.41630597867749,-23.496248066816836,-13.500721425800885,0,3,1,0,0,1,2,0,0,0,0,1
59,-79.38699858773529,167.73312630522238,-21.022102286586748,0,1,0,0,0,4,2,0,0,1,1,0
58,-183.32848159413678,78.45596244420734,66.32051857288413,0,3,1,0,0,1,2,0,0,0,0,1
70,-14.195822535055832,-94.95792666160469,55.97388507481548,0,3,1,0,0,1,2,0,0,0,0,1
64,-172.02169588556382,-140.00327128219138,-50.80797390945646,2,2,2,0,3,3,2,0,0,0,3,3
104,-121.33679620691271,-16.27846736775263,-92.45343338322097,0,3,1,0,0,1,2,0,0,0,0,1
110,-65.20457565365568,-62.80938117500086,137.147736458862,0,3,1,0,0,1,2,0,0,0,0,1
114,-186.5592302144871,-32.83816499600057,109.54204922006102,0,3,1,0,0,1,2,0,0,0,0,1
100,-53.34548870940307,-38.46198771891201,73.69263372020262,0,3,1,0,0,1,2,0,0,0,0,1
48,399.090034986805,73.30566645711716,-86.93276070119788,1,0,3,1,1,0,0,1,4,2,2,2
60,-157.37322090035525,-264.48123894130293,-13.050352599215909,2,2,2,0,3,3,2,0,0,0,3,3
74,-22.15496379417785,-94.0627592792201,-96.68062864053755,0,3,1,0,0,1,2,0,0,0,0,1
75,109.68974668726865,-78.12132947950676,-89.52570092794943,0,3,1,0,0,4,2,0,0,0,0,4
61,19.261709244442507,-85.13383735085685,-49.682516009272746,0,3,1,0,0,4,2,0,0,0,0,4
49,27.924507088965438,140.28145420504248,58.12374331498913,0,1,0,0,0,4,2,0,0,1,1,0
101,58.157281847283215,142.313599824772,-66.75823517525039,0,1,0,2,2,2,2,0,0,1,1,0
115,-177.7605257165097,-162.11489331413276,-6.136038888460461,2,2,2,0,3,3,2,0,0,0,3,3
103,-13.041280085957649,149.39557395463626,36.61122604980157,0,1,0,0,0,4,2,0,0,1,1,0
77,-8.850090942001568,-55.81861051101027,170.61944821953685,0,3,1,0,0,1,2,0,0,0,0,4
63,-180.51536399272783,-177.95205907806593,-53.343775853777906,2,2,2,0,3,3,2,0,0,0,3,3
88,33.58407363077754,-6.181027777016316,83.14461549881,0,3,1,0,0,4,2,0,0,0,0,4
89,78.10431856519259,34.273853473526216,-14.339049901761737,0,1,0,0,0,4,2,0,0,1,1,0
62,-140.5140487225695,-62.314921635740475,-96.24449675920705,0,3,1,0,0,1,2,0,0,0,0,1
76,-153.18442093661778,7.472775491429026,-38.65270420213637,0,3,1,0,0,1,2,0,0,0,0,1
116,-71.52998999351152,-126.14473790593483,82.42547626440816,0,3,1,0,0,1,2,0,0,0,0,1
102,-73.26421152365121,-104.63390158864605,-53.01649954501884,0,3,1,0,0,1,2,0,0,0,0,1
11,-137.70327900778517,15.04291310434737,5.667111269027155,0,3,1,0,0,1,2,0,0,0,0,1
5,104.70521255153423,-34.31489799898206,99.63404373818241,0,1,0,0,0,4,2,0,0,1,1,0
39,-85.32675776389516,-68.5889687485019,-51.25994952221561,0,3,1,0,0,1,2,0,0,0,0,1
38,32.829452588321615,-75.2409635917313,-115.75844267247626,0,3,1,0,0,4,2,0,0,0,0,4
4,-36.25466414984293,47.54619996689346,-144.98379014749287,0,3,1,0,0,4,2,0,0,0,0,4
10,59.804155422745666,-90.86133579826158,41.19801640035319,0,3,1,0,0,4,2,0,0,0,0,4
6,136.27540693150357,134.2513465283115,10.155790033509962,0,1,0,2,2,2,2,0,0,1,1,0
12,75.73504790996935,180.4778698866588,-29.437057460830786,0,1,0,2,2,2,2,0,0,1,1,0
13,-165.38281466126446,-282.1042032387979,-41.42902783560748,2,2,2,0,3,3,2,0,0,0,3,3
7,214.572839833159,292.4649884489388,34.12195467507623,1,0,3,1,1,0,0,1,4,2,2,2
