,x,y,z,average3,average4,average5,complete3,complete4,complete5,single3,single4,single5,ward3,ward4,ward5
106,73.0743311040667,-265.5818288220712,-65.5158339962777,0,1,0,2,2,2,2,0,0,0,1,0
112,161.63760783617656,-127.46795933276864,-28.703433949401262,0,1,0,2,2,2,2,0,0,0,1,0
72,-21.375846986503948,60.32422759170243,106.60128635605182,0,3,1,0,0,1,2,0,0,1,0,4
66,-33.78494400603868,-107.32574937481154,124.71003173897576,0,3,1,0,0,1,2,0,0,1,0,4
99,-41.9646459106365,-78.97787752318801,-14.336552554041443,0,3,1,0,0,4,2,0,0,1,0,1
98,108.38613600822556,-160.08190469470068,-297.9373736808602,1,0,3,1,1,0,0,1,4,0,3,3
67,-168.72043888063035,-38.755712115830065,149.92700580547486,0,3,1,0,0,1,2,0,0,1,0,4
73,-118.37669429173778,42.675180000179154,202.57302732883966,2,2,2,0,3,3,2,0,0,2,2,2
113,-44.162041490425416,-32.43393800151267,193.4884007719799,0,3,1,0,0,1,2,0,0,1,0,4
107,-127.7056047859535,-5.932672985736059,-54.74716418906727,0,3,1,0,0,4,2,0,0,1,0,1
111,-22.589513373789863,-78.11277775792864,124.31326398096368,0,3,1,0,0,1,2,0,0,1,0,4
105,58.54770290821843,-20.06947542785402,15.575182176116078,0,3,1,0,0,4,2,0,0,1,0,1
65,18.575001070414217,85.80980244513678,-151.83015305580494,0,1,0,2,2,2,2,0,0,0,1,0
71,-98.1779172966,10.828313282789843,105.29398888388593,0,3,1,0,0,1,2,0,0,1,0,4
59,-156.64148390228223,-73.40799551901353,-68.69940828516451,0,1,0,0,0,4,2,0,0,1,0,1
58,-154.8646053854172,-110.40738286691803,88.59615977632377,0,3,1,0,0,1,2,0,0,1,0,4
70,63.440753879017834,-3.627964007276852,93.07853230164511,0,3,1,0,0,1,2,0,0,1,0,4
64,-79.81541210354551,108.73703139388503,185.71848659723437,2,2,2,0,3,3,2,0,0,2,2,2
104,-116.20450233074591,78.03879953376988,60.26408214801657,0,3,1,0,0,1,2,0,0,1,0,4
110,38.14050760505513,-93.87088079040555,131.048193993773,0,3,1,0,0,1,2,0,0,1,0,4
