#Dynamic Filament(grouped by time) CSV version: 1
#time 256
%filaments
#number,center_x,center_y,length,angle,width,signed_curv,total_curv,verified,dynFilamentNumber
84,588.0,608.5,42.011903,128.233825,2.02756,0.0,0.0,false,54
236,960.0,603.5,31.256999,82.647621,1.747279,0.0,0.0,false,55
#time 173
%filaments
#number,center_x,center_y,length,angle,width,signed_curv,total_curv,verified,dynFilamentNumber
138,626.0,585.7,42.166155,175.914383,1.885618,0.150362,0.150362,false,52
153,600.5,583.0,35.1141,160.016893,1.884757,0.0,0.0,false,53
200,593.0,610.0,43.863424,133.15239,1.762334,0.0,0.0,false,54
71,958.5,615.5,42.449971,74.981639,1.717339,0.0,0.0,false,55
#time 174
%filaments
#number,center_x,center_y,length,angle,width,signed_curv,total_curv,verified,dynFilamentNumber
326,599.0,600.5,40.311289,133.994914,1.851586,0.0,0.0,false,54
513,953.5,615.0,30.805844,76.865978,1.851398,0.0,0.0,false,55
240,1065.0,488.5,39.408121,144.293309,2.82025,0.0,0.0,false,56
#time 175
%filaments
#number,center_x,center_y,length,angle,width,signed_curv,total_curv,verified,dynFilamentNumber
71,619.5,620.0,62.008064,142.206057,3.368084,0.0,0.0,false,54
391,1039.5,475.5,39.115214,147.528808,1.74483,0.0,0.0,false,56
#time 176
%filaments
#number,center_x,center_y,length,angle,width,signed_curv,total_curv,verified,dynFilamentNumber
417,1041.0,465.5,39.051248,140.194429,1.727657,0.0,0.0,false,56
#time 177
%filaments
#number,center_x,center_y,length,angle,width,signed_curv,total_curv,verified,dynFilamentNumber
#time 181
%filaments
#number,center_x,center_y,length,angle,width,signed_curv,total_curv,verified,dynFilamentNumber
121,1054.0,558.5,31.32092,163.300756,1.666085,0.0,0.0,false,57
#time 182
%filaments
#number,center_x,center_y,length,angle,width,signed_curv,total_curv,verified,dynFilamentNumber
516,1045.5,546.0,35.846897,157.011283,1.686879,0.0,0.0,false,57
#time 183
%filaments
#number,center_x,center_y,length,angle,width,signed_curv,total_curv,verified,dynFilamentNumber
258,1033.5,531.5,38.910153,154.093492,2.051886,0.0,0.0,false,57
#time 184
%filaments
#number,center_x,center_y,length,angle,width,signed_curv,total_curv,verified,dynFilamentNumber
#time 186
%filaments
#number,center_x,center_y,length,angle,width,signed_curv,total_curv,verified,dynFilamentNumber
128,1092.5,764.0,55.901699,10.304846,3.073241,0.0,0.0,false,58
#time 187
%filaments
#number,center_x,center_y,length,angle,width,signed_curv,total_curv,verified,dynFilamentNumber
11,1107.2,770.5,57.554855,13.069318,3.882188,0.098961,0.098961,false,58
#time 188
%filaments
#number,center_x,center_y,length,angle,width,signed_curv,total_curv,verified,dynFilamentNumber
487,1113.0,759.0,42.755117,10.784298,1.860101,0.0,0.0,false,58
#time 189
%filaments
#number,center_x,center_y,length,angle,width,signed_curv,total_curv,verified,dynFilamentNumber
#time 193
%filaments
#number,center_x,center_y,length,angle,width,signed_curv,total_curv,verified,dynFilamentNumber
18,542.6,662.6,53.17853,0.0,3.80477,-0.192165,0.192165,false,59
116,541.0,549.0,59.665736,129.559668,1.830658,0.0,0.0,false,60
117,514.5,692.0,44.643029,15.592811,1.989907,0.0,0.0,false,61
176,682.0,495.0,39.395431,156.037511,1.895286,0.0,0.0,false,62
229,976.5,507.5,38.600518,126.573031,1.908801,0.0,0.0,false,63
270,824.0,499.5,36.400549,105.945396,1.690097,0.0,0.0,false,64
271,731.5,510.5,31.144823,5.52754,1.910304,0.0,0.0,false,65
300,787.0,469.5,43.600459,53.392925,1.742585,0.0,0.0,false,66
336,969.0,516.5,31.32092,163.300756,1.875136,0.0,0.0,false,67
365,773.0,719.0,35.777088,63.434949,1.846808,0.0,0.0,false,68
370,981.0,548.0,38.418745,141.340192,1.660122,0.0,0.0,false,69
#time 194
%filaments
#number,center_x,center_y,length,angle,width,signed_curv,total_curv,verified,dynFilamentNumber
215,553.5,648.5,35.355339,171.869898,1.672148,0.0,0.0,false,59
88,533.0,559.5,48.918299,130.855376,1.893138,0.0,0.0,false,60
58,528.6,686.7,41.048952,21.540976,1.968041,0.358588,0.358588,false,61
82,673.5,484.0,39.560081,159.274441,1.905882,0.0,0.0,false,62
142,980.4,481.4,50.505546,123.690068,1.735735,0.075878,0.075878,false,63
224,807.0,494.0,30.594117,101.309932,1.873943,0.0,0.0,false,64
124,738.5,515.0,34.481879,16.858399,2.072369,0.0,0.0,false,65
26,781.1,481.6,47.480911,62.354025,3.131458,0.133786,0.133786,false,66
116,954.0,508.0,32.984845,165.963757,2.109235,0.0,0.0,false,67
42,763.5,738.8,55.816439,57.449997,1.854342,0.127651,0.127651,false,68
239,982.0,537.0,42.190046,148.570434,1.519487,0.0,0.0,false,69
#time 195
%filaments
#number,center_x,center_y,length,angle,width,signed_curv,total_curv,verified,dynFilamentNumber
432,540.0,645.0,32.062439,3.576334,1.90441,0.0,0.0,false,59
408,508.5,555.0,40.360872,131.987212,1.57795,0.0,0.0,false,60
221,528.0,706.5,35.735137,17.92792,1.939981,0.0,0.0,false,61
376,661.0,470.5,33.54102,153.434949,1.957451,0.0,0.0,false,62
357,984.0,486.0,42.520583,131.185925,1.740467,0.0,0.0,false,63
329,799.0,497.0,30.594117,101.309932,1.91183,0.0,0.0,false,64
269,773.8,500.6,34.083581,24.304549,1.913283,-0.238534,0.238534,false,65
296,778.5,460.5,38.078866,60.068488,1.968324,0.0,0.0,false,66
402,957.2,494.5,32.359982,158.198591,1.887727,0.233411,0.233411,false,67
53,745.5,752.5,53.009433,54.211027,2.623134,0.0,0.0,false,68
433,969.0,542.5,40.607881,142.001268,1.614201,0.0,0.0,false,69
76,689.0,649.5,42.953463,65.224859,3.010244,0.0,0.0,false,70
#time 196
%filaments
#number,center_x,center_y,length,angle,width,signed_curv,total_curv,verified,dynFilamentNumber
29,694.5,656.4,40.990463,68.459024,2.893043,0.248241,0.248241,false,70
61,619.5,638.0,31.256999,7.352379,1.995588,0.0,0.0,false,71
#time 197
%filaments
#number,center_x,center_y,length,angle,width,signed_curv,total_curv,verified,dynFilamentNumber
44,676.5,648.6,38.391988,74.875993,2.868462,0.223201,0.223201,false,70
51,632.5,653.0,36.400549,15.945396,2.810971,0.0,0.0,false,71
#time 198
%filaments
#number,center_x,center_y,length,angle,width,signed_curv,total_curv,verified,dynFilamentNumber
37,625.5,663.5,33.615473,22.750976,3.886349,0.0,0.0,false,71
#time 199
%filaments
#number,center_x,center_y,length,angle,width,signed_curv,total_curv,verified,dynFilamentNumber
#time 201
%filaments
#number,center_x,center_y,length,angle,width,signed_curv,total_curv,verified,dynFilamentNumber
65,517.5,686.5,41.303753,83.047043,1.942552,0.0,0.0,false,3
96,477.5,689.0,35.171011,104.82648,1.855984,0.0,0.0,false,72
#time 202
%filaments
#number,center_x,center_y,length,angle,width,signed_curv,total_curv,verified,dynFilamentNumber
48,509.0,662.0,36.496575,80.537678,2.994089,0.0,0.0,false,3
90,485.0,701.0,32.984845,104.036243,1.976875,0.0,0.0,false,72
75,556.0,560.0,42.801869,142.594643,2.812636,0.0,0.0,false,73
193,508.5,527.0,41.773197,137.910838,1.635505,0.0,0.0,false,74
#time 203
%filaments
#number,center_x,center_y,length,angle,width,signed_curv,total_curv,verified,dynFilamentNumber
114,510.0,669.0,53.366656,77.005383,2.028232,0.0,0.0,false,3
401,480.0,682.0,31.048349,104.931417,2.00279,0.0,0.0,false,72
376,573.5,567.5,43.84062,135.0,1.494728,0.0,0.0,false,73
266,511.3,537.1,41.924213,139.844,1.858136,0.186203,0.186203,false,74
146,525.5,597.5,41.880783,56.689369,1.912067,0.0,0.0,false,75
171,445.0,606.5,39.204592,95.856014,1.813093,0.0,0.0,false,76
#time 204
%filaments
#number,center_x,center_y,length,angle,width,signed_curv,total_curv,verified,dynFilamentNumber
165,522.0,685.5,32.015621,75.529706,2.195662,0.0,0.0,false,3
210,557.0,573.5,51.623638,134.215175,1.802652,0.0,0.0,false,73
158,520.5,545.5,47.010637,141.911227,1.877331,0.0,0.0,false,74
233,508.0,611.0,35.777088,63.434949,1.736182,0.0,0.0,false,75
98,424.0,600.0,52.153619,94.398705,1.918514,0.0,0.0,false,76
#time 205
%filaments
#number,center_x,center_y,length,angle,width,signed_curv,total_curv,verified,dynFilamentNumber
107,507.7,608.6,32.778421,66.571307,2.857334,-0.255827,0.255827,false,75
111,434.0,607.5,35.057096,93.270488,1.881348,0.0,0.0,false,76
#time 206
%filaments
#number,center_x,center_y,length,angle,width,signed_curv,total_curv,verified,dynFilamentNumber
#time 207
%filaments
#number,center_x,center_y,length,angle,width,signed_curv,total_curv,verified,dynFilamentNumber
394,1015.0,529.5,32.140317,174.644175,1.855018,0.0,0.0,false,77
#time 208
%filaments
#number,center_x,center_y,length,angle,width,signed_curv,total_curv,verified,dynFilamentNumber
322,1031.0,534.0,32.062439,3.576334,1.882806,0.0,0.0,false,77
205,513.5,547.0,36.400549,15.945396,1.936872,0.0,0.0,false,78
397,496.0,568.5,36.619667,34.99202,1.877296,0.0,0.0,false,79
#time 209
%filaments
#number,center_x,center_y,length,angle,width,signed_curv,total_curv,verified,dynFilamentNumber
185,1042.0,525.0,38.470768,171.027373,1.990863,0.0,0.0,false,77
207,512.0,542.0,37.947332,18.434949,1.892963,0.0,0.0,false,78
228,497.0,563.5,39.408121,35.706691,1.863005,0.0,0.0,false,79
#time 210
%filaments
#number,center_x,center_y,length,angle,width,signed_curv,total_curv,verified,dynFilamentNumber
607,530.0,542.0,31.048349,14.931417,1.828778,0.0,0.0,false,78
303,504.1,559.2,55.505522,39.143986,1.886555,0.102588,0.102588,false,79
#time 211
%filaments
#number,center_x,center_y,length,angle,width,signed_curv,total_curv,verified,dynFilamentNumber
#time 214
%filaments
#number,center_x,center_y,length,angle,width,signed_curv,total_curv,verified,dynFilamentNumber
180,678.3,420.7,51.769553,42.646703,1.896121,-0.157044,0.157044,false,80
207,443.0,536.5,52.201533,36.430858,1.88893,0.0,0.0,false,81
226,639.5,424.5,35.355339,28.739795,2.218262,0.0,0.0,false,82
276,450.9,458.6,51.740741,134.215175,1.900846,0.155601,0.155601,false,83
403,462.5,505.6,39.758837,139.085617,1.641802,0.163323,0.163323,false,84
#time 215
%filaments
#number,center_x,center_y,length,angle,width,signed_curv,total_curv,verified,dynFilamentNumber
484,675.0,414.5,43.185646,42.184443,1.682422,0.0,0.0,false,80
376,473.0,532.0,45.343136,41.423666,1.807514,0.0,0.0,false,81
280,628.8,432.7,38.534552,24.567171,1.768389,0.157047,0.157047,false,82
472,440.5,430.5,42.449971,136.909152,1.773817,0.0,0.0,false,83
235,467.5,523.5,40.224371,145.124672,1.908251,0.0,0.0,false,84
72,551.0,396.0,39.293765,165.256437,3.186877,0.0,0.0,false,85
74,759.5,425.5,47.518417,98.471145,2.103804,0.0,0.0,false,86
142,547.0,396.5,50.606324,37.775684,1.850011,0.0,0.0,false,87
242,977.5,450.5,39.92493,67.9321,1.922489,0.0,0.0,false,88
365,918.0,378.5,30.413813,170.537678,2.122176,0.0,0.0,false,89
507,646.5,407.5,42.449971,133.090848,1.542301,0.0,0.0,false,90
514,1040.0,370.5,30.805844,166.865978,1.715896,0.0,0.0,false,91
#time 216
%filaments
#number,center_x,center_y,length,angle,width,signed_curv,total_curv,verified,dynFilamentNumber
74,683.9,424.3,48.852902,44.169685,2.849291,-0.11731,0.11731,false,80
170,484.0,524.0,44.045431,39.47246,1.660348,0.0,0.0,false,81
151,638.0,430.5,36.619667,34.99202,1.940698,0.0,0.0,false,82
186,448.0,443.0,39.698866,139.085617,1.786584,0.0,0.0,false,83
119,463.5,526.0,46.872167,146.309932,1.848149,0.0,0.0,false,84
131,548.5,382.0,31.575307,169.045937,2.006067,0.0,0.0,false,85
13,756.2,400.8,63.212769,100.954063,3.099197,-0.080845,0.080845,false,86
103,568.0,388.0,57.201399,36.469234,1.900586,0.0,0.0,false,87
50,971.3,422.5,41.719368,65.897765,2.972141,0.18058,0.18058,false,88
85,941.5,390.5,36.138622,165.579227,2.108926,0.0,0.0,false,89
152,638.8,395.8,41.83679,132.089162,1.83868,0.151546,0.151546,false,90
105,1046.0,373.5,34.294688,173.290163,2.058818,0.245722,0.245722,false,91
#time 217
%filaments
#number,center_x,center_y,length,angle,width,signed_curv,total_curv,verified,dynFilamentNumber
295,545.0,375.5,34.132096,174.957549,1.914832,0.0,0.0,false,85
149,756.0,417.0,44.72136,100.304846,3.370838,0.0,0.0,false,86
309,573.5,382.8,43.954996,30.068583,1.959151,0.119651,0.119651,false,87
428,955.5,438.0,35.735137,72.07208,1.95039,0.0,0.0,false,88
517,946.0,401.0,38.470768,171.027373,1.85899,0.0,0.0,false,89
422,630.0,375.0,40.0,126.869898,1.894524,0.0,0.0,false,90
528,1038.0,375.0,32.557641,169.380345,1.898433,0.0,0.0,false,91
#time 218
%filaments
#number,center_x,center_y,length,angle,width,signed_curv,total_curv,verified,dynFilamentNumber
#time 219
%filaments
#number,center_x,center_y,length,angle,width,signed_curv,total_curv,verified,dynFilamentNumber
51,1149.0,685.6,53.447993,167.005383,1.872271,0.257461,0.257461,false,92
64,1064.0,700.5,51.739756,132.646703,1.994386,0.149967,0.149967,false,93
86,1081.9,769.5,33.02067,165.963757,2.084347,0.170819,0.170819,false,94
123,1145.5,678.0,32.140317,95.355825,1.762666,0.0,0.0,false,95
#time 220
%filaments
#number,center_x,center_y,length,angle,width,signed_curv,total_curv,verified,dynFilamentNumber
179,1134.0,698.0,34.928498,166.75948,1.848529,0.0,0.0,false,92
172,1056.1,673.8,42.690544,129.289407,1.932072,0.166899,0.166899,false,93
63,1106.0,765.5,31.953091,159.863697,2.608522,0.0,0.0,false,94
178,1159.5,702.0,36.124784,94.763642,1.827587,0.0,0.0,false,95
130,378.0,629.0,30.265492,97.594643,1.984544,0.0,0.0,false,96
136,351.5,604.0,39.661064,146.309932,1.886751,0.0,0.0,false,97
#time 221
%filaments
#number,center_x,center_y,length,angle,width,signed_curv,total_curv,verified,dynFilamentNumber
533,1144.5,685.0,33.955854,166.373005,1.929861,0.0,0.0,false,92
462,1052.0,660.5,44.82187,128.659808,1.70937,0.0,0.0,false,93
133,1130.0,755.0,40.496913,159.775141,3.626064,0.0,0.0,false,94
530,1145.4,716.0,42.096649,92.726311,2.056052,0.186979,0.186979,false,95
209,392.8,651.7,37.594324,99.211027,2.892448,-0.239137,0.239137,false,96
180,364.0,610.0,42.801869,142.594643,4.530291,0.0,0.0,false,97
547,852.5,477.5,31.144823,174.47246,1.818948,0.0,0.0,false,98
#time 222
%filaments
#number,center_x,center_y,length,angle,width,signed_curv,total_curv,verified,dynFilamentNumber
31,398.0,657.0,63.560994,102.724356,3.007709,0.0,0.0,false,96
198,337.5,605.5,43.931765,138.691386,1.739462,0.0,0.0,false,97
70,837.0,473.4,36.099425,176.82017,3.418619,-0.209232,0.209232,false,98
36,1078.0,684.0,31.622777,71.565051,4.166466,0.0,0.0,false,99
210,569.5,512.0,41.048752,124.077195,1.631884,0.0,0.0,false,100
#time 223
%filaments
#number,center_x,center_y,length,angle,width,signed_curv,total_curv,verified,dynFilamentNumber
543,812.5,470.0,35.057096,176.729512,1.951134,0.0,0.0,false,98
452,1073.0,688.0,34.928498,76.75948,1.845316,0.0,0.0,false,99
376,581.5,524.0,38.013156,116.565051,3.170437,0.0,0.0,false,100
655,1056.5,619.0,34.132096,95.042451,1.836164,0.0,0.0,false,101
656,1077.5,628.5,32.280025,16.189206,1.964443,0.0,0.0,false,102
#time 224
%filaments
#number,center_x,center_y,length,angle,width,signed_curv,total_curv,verified,dynFilamentNumber
128,1078.6,674.9,36.428457,82.092837,3.705648,0.220291,0.220291,false,99
202,569.7,522.4,40.826576,120.963757,3.115015,0.081098,0.081098,false,100
204,1070.0,615.0,34.928498,103.24052,2.922102,0.0,0.0,false,101
382,1093.3,619.3,32.065599,14.470294,1.914461,0.204153,0.204153,false,102
#time 225
%filaments
#number,center_x,center_y,length,angle,width,signed_curv,total_curv,verified,dynFilamentNumber
76,1082.5,629.0,48.836462,100.619655,1.834856,0.0,0.0,false,101
143,1075.5,609.5,40.024992,12.994617,1.821009,0.0,0.0,false,102
15,358.1,701.0,52.248809,159.829347,2.817352,0.093307,0.093307,false,103
#time 226
%filaments
#number,center_x,center_y,length,angle,width,signed_curv,total_curv,verified,dynFilamentNumber
26,358.5,700.5,44.294469,151.699244,2.919729,0.0,0.0,false,103
#time 227
%filaments
#number,center_x,center_y,length,angle,width,signed_curv,total_curv,verified,dynFilamentNumber
560,358.0,701.0,34.985711,149.036243,1.779143,0.0,0.0,false,103
116,565.1,553.0,46.732137,112.714412,2.085928,-0.180147,0.180147,false,104
#time 228
%filaments
#number,center_x,center_y,length,angle,width,signed_curv,total_curv,verified,dynFilamentNumber
71,587.5,564.0,31.32092,106.699244,1.856386,0.0,0.0,false,104
#time 229
%filaments
#number,center_x,center_y,length,angle,width,signed_curv,total_curv,verified,dynFilamentNumber
239,584.9,595.8,39.643147,106.144339,1.909027,0.296106,0.296106,false,104
179,527.5,571.0,30.805844,76.865978,3.141528,0.0,0.0,false,105
#time 230
%filaments
#number,center_x,center_y,length,angle,width,signed_curv,total_curv,verified,dynFilamentNumber
144,537.1,569.5,33.240371,64.983107,1.916827,0.319481,0.319481,false,105
#time 231
%filaments
#number,center_x,center_y,length,angle,width,signed_curv,total_curv,verified,dynFilamentNumber
119,527.5,561.5,43.011626,72.407575,1.859437,0.0,0.0,false,105
212,485.0,529.0,30.594117,168.690068,1.843514,0.0,0.0,false,106
#time 232
%filaments
#number,center_x,center_y,length,angle,width,signed_curv,total_curv,verified,dynFilamentNumber
677,462.2,525.4,31.691749,161.565051,1.977402,0.262707,0.262707,false,106
#time 233
%filaments
#number,center_x,center_y,length,angle,width,signed_curv,total_curv,verified,dynFilamentNumber
240,454.5,536.5,32.280025,163.810794,1.945632,0.0,0.0,false,106
34,870.0,550.0,36.055513,93.17983,3.982295,0.0,0.0,false,107
225,477.0,692.0,33.105891,154.983107,1.821294,0.0,0.0,false,108
#time 234
%filaments
#number,center_x,center_y,length,angle,width,signed_curv,total_curv,verified,dynFilamentNumber
269,876.0,565.0,30.0,90.0,2.110909,0.0,0.0,false,107
297,490.5,681.7,40.021729,148.29857,1.83284,0.157611,0.157611,false,108
30,447.5,1032.5,39.115214,4.398705,3.424494,0.0,0.0,false,109
92,478.5,580.5,51.478151,82.184706,1.88743,0.0,0.0,false,110
247,478.5,1063.5,33.376639,81.384352,1.926188,0.0,0.0,false,111
#time 235
%filaments
#number,center_x,center_y,length,angle,width,signed_curv,total_curv,verified,dynFilamentNumber
126,533.0,580.0,59.39697,45.0,3.225336,0.0,0.0,false,4
705,857.0,578.0,30.0,90.0,1.938596,0.0,0.0,false,107
788,461.0,661.5,35.510562,147.652557,1.748638,0.0,0.0,false,108
174,460.4,1036.0,33.425568,8.615648,3.13757,0.215209,0.215209,false,109
663,470.0,585.5,31.256999,82.647621,1.940412,0.0,0.0,false,110
378,471.0,1070.5,38.327536,74.875993,1.914749,0.0,0.0,false,111
#time 236
%filaments
#number,center_x,center_y,length,angle,width,signed_curv,total_curv,verified,dynFilamentNumber
83,534.9,602.9,53.81659,48.012788,1.765237,-0.019991,0.019991,false,4
202,467.0,1024.0,30.594117,11.309932,1.788677,0.0,0.0,false,109
87,468.0,605.0,30.265492,82.405357,2.044559,0.0,0.0,false,110
118,479.6,1064.2,40.037396,67.9321,1.836943,-0.237778,0.237778,false,111
#time 237
%filaments
#number,center_x,center_y,length,angle,width,signed_curv,total_curv,verified,dynFilamentNumber
279,555.0,590.5,44.82187,51.340192,1.624038,0.0,0.0,false,4
238,998.0,657.0,31.622777,71.565051,3.197625,0.0,0.0,false,5
126,781.5,510.5,38.078866,103.671307,1.920825,0.0,0.0,false,112
130,719.5,532.0,40.261644,165.618605,2.140938,0.0,0.0,false,113
224,487.0,498.5,43.185646,84.685454,2.007447,0.0,0.0,false,114
#time 238
%filaments
#number,center_x,center_y,length,angle,width,signed_curv,total_curv,verified,dynFilamentNumber
284,554.0,601.0,39.698485,47.045408,1.789756,0.204796,0.204796,false,4
172,988.1,675.7,44.429608,67.479434,1.891464,0.128531,0.128531,false,5
156,798.0,528.0,33.526109,107.354025,3.018973,0.0,0.0,false,112
107,693.0,535.0,45.607017,164.744881,2.736453,0.0,0.0,false,113
419,490.0,498.5,31.256999,82.647621,1.668674,0.0,0.0,false,114
#time 239
%filaments
#number,center_x,center_y,length,angle,width,signed_curv,total_curv,verified,dynFilamentNumber
60,996.9,670.2,49.67316,62.402704,3.831587,0.079815,0.079815,false,5
285,802.0,544.5,35.902646,102.875002,1.838047,0.0,0.0,false,112
267,670.5,532.5,31.780497,167.275644,1.901924,0.0,0.0,false,113
395,478.0,504.5,32.015621,75.529706,1.91586,0.0,0.0,false,114
#time 240
%filaments
#number,center_x,center_y,length,angle,width,signed_curv,total_curv,verified,dynFilamentNumber
105,1001.0,671.0,40.0,53.130102,1.810531,0.0,0.0,false,5
#time 241
%filaments
#number,center_x,center_y,length,angle,width,signed_curv,total_curv,verified,dynFilamentNumber
121,629.5,667.0,35.735137,107.92792,1.712855,0.0,0.0,false,115
#time 242
%filaments
#number,center_x,center_y,length,angle,width,signed_curv,total_curv,verified,dynFilamentNumber
116,630.0,644.0,41.761226,106.699244,1.89149,0.0,0.0,false,115
60,602.5,647.0,49.162994,175.333142,1.899672,0.0,0.0,false,116
129,610.0,667.0,37.20215,143.746162,2.172232,0.0,0.0,false,117
219,719.5,604.0,36.619667,55.00798,1.423383,0.0,0.0,false,118
#time 243
%filaments
#number,center_x,center_y,length,angle,width,signed_curv,total_curv,verified,dynFilamentNumber
143,624.6,628.0,32.757653,102.339087,1.780175,-0.037209,0.037209,false,115
40,606.2,648.3,43.199587,166.607502,1.942111,0.091325,0.091325,false,116
151,589.0,661.5,39.051248,140.194429,1.478284,0.0,0.0,false,117
152,716.0,614.0,36.055513,56.309932,1.74757,0.0,0.0,false,118
85,646.0,666.0,34.058773,3.366461,1.997522,0.0,0.0,false,119
#time 244
%filaments
#number,center_x,center_y,length,angle,width,signed_curv,total_curv,verified,dynFilamentNumber
66,600.5,640.0,40.804412,162.897271,1.92361,0.0,0.0,false,116
60,584.1,668.4,43.220061,135.939191,1.923643,0.17752,0.17752,false,117
86,725.0,631.5,39.204592,52.253195,1.884871,0.0,0.0,false,118
55,657.0,666.5,30.016662,178.090848,1.960899,0.0,0.0,false,119
#time 245
%filaments
#number,center_x,center_y,length,angle,width,signed_curv,total_curv,verified,dynFilamentNumber
71,625.0,679.5,34.132096,5.042451,3.283741,0.0,0.0,false,119
#time 246
%filaments
#number,center_x,center_y,length,angle,width,signed_curv,total_curv,verified,dynFilamentNumber
327,502.5,477.5,38.910153,64.093492,1.905636,0.0,0.0,false,120
#time 247
%filaments
#number,center_x,center_y,length,angle,width,signed_curv,total_curv,verified,dynFilamentNumber
193,497.5,473.0,41.048752,55.922805,1.75787,0.0,0.0,false,120
68,601.8,632.5,43.15974,68.198591,2.522329,-0.160131,0.160131,false,121
#time 248
%filaments
#number,center_x,center_y,length,angle,width,signed_curv,total_curv,verified,dynFilamentNumber
312,495.0,481.5,46.872167,56.309932,1.869583,0.0,0.0,false,120
213,593.5,633.5,50.695167,67.988717,1.819411,0.0,0.0,false,121
#time 249
%filaments
#number,center_x,center_y,length,angle,width,signed_curv,total_curv,verified,dynFilamentNumber
38,601.6,652.7,54.785599,66.250506,1.950301,0.162724,0.162724,false,121
#time 250
%filaments
#number,center_x,center_y,length,angle,width,signed_curv,total_curv,verified,dynFilamentNumber
144,1143.0,522.0,44.407207,172.234834,1.864945,0.0,0.0,false,122
256,1138.0,552.5,43.27817,130.3141,1.767743,0.0,0.0,false,123
#time 251
%filaments
#number,center_x,center_y,length,angle,width,signed_curv,total_curv,verified,dynFilamentNumber
152,1123.5,531.0,33.54102,169.695154,2.959193,0.0,0.0,false,122
102,1136.8,539.7,71.432149,129.289407,2.993032,0.175395,0.175395,false,123
128,910.6,940.1,54.723083,124.562525,2.713191,0.117032,0.117032,false,124
#time 252
%filaments
#number,center_x,center_y,length,angle,width,signed_curv,total_curv,verified,dynFilamentNumber
482,1127.0,518.0,32.984845,165.963757,1.853968,0.0,0.0,false,122
551,1156.0,567.5,43.185646,137.815557,1.702471,0.0,0.0,false,123
350,900.5,955.0,35.510562,122.347443,3.07408,0.0,0.0,false,124
#time 253
%filaments
#number,center_x,center_y,length,angle,width,signed_curv,total_curv,verified,dynFilamentNumber
33,895.5,963.0,41.048752,124.077195,2.475948,0.0,0.0,false,124
38,797.5,686.0,40.459857,140.013114,2.7677,0.0,0.0,false,125
#time 254
%filaments
#number,center_x,center_y,length,angle,width,signed_curv,total_curv,verified,dynFilamentNumber
274,798.5,701.0,40.360872,131.987212,1.626869,0.0,0.0,false,125
149,880.0,780.5,31.064449,86.308614,2.680451,0.0,0.0,false,126
#time 255
%filaments
#number,center_x,center_y,length,angle,width,signed_curv,total_curv,verified,dynFilamentNumber
166,775.5,698.5,46.89797,131.531771,1.927961,0.1971,0.1971,false,125
195,868.5,803.0,30.016662,88.090848,2.160016,0.0,0.0,false,126
478,852.0,760.0,30.594117,101.309932,1.753324,0.0,0.0,false,127
