#FilamentSensor-0.2.2j
#cell_properties
%cell_identifier
-1
%center_x
300
%center_y
852
%area
282093.0
%aspect_ratio
1.479095
%long_half_axis
364.434306
%orientation
92.058464
%order_parameter
0.280645
%new_orientation
85.683089
%new_order_parameter
0.28774
%area_interior
282093
%mean_brightness_interior
218.2451
%area_boundary
0.0
%mean_brightness_boundary
0.0
%excursion_ratio
0.127592
%number_filaments
157
%filaments
#number,center_x,center_y,length,angle,width,signed_curv,total_curv,verified
1,478.5,845.1,1166.115428,90.098277,3.749848,-0.005108,0.007163,false
2,1020.5,844.5,1167.000428,90.049097,3.558991,0.0,0.0,false
3,750.5,1426.5,535.014888,0.0,3.743036,-0.003189,0.003189,false
4,748.5,263.8,535.004043,0.0,3.087065,-8.66E-4,8.66E-4,false
5,812.5,491.2,357.257866,72.684364,3.393245,-0.011157,0.064791,false
6,759.3,687.7,148.445244,73.894858,3.020325,0.112087,0.112087,false
7,796.8,493.6,135.561443,78.938818,3.390048,0.029074,0.029074,false
8,705.7,931.1,145.335296,80.472717,2.065742,0.073315,0.073315,false
9,735.1,862.0,92.087457,91.245364,3.07382,-0.056993,0.056993,false
10,752.3,666.2,99.481896,73.024501,3.084647,0.084709,0.084709,false
11,724.0,776.3,130.565689,81.187098,3.062515,-0.01744,0.01744,false
12,928.9,894.9,64.152208,91.789911,3.514464,0.109771,0.109771,false
13,964.0,663.0,58.088,2.960936,3.743486,0.037468,0.037468,false
14,837.5,317.6,61.722725,111.974508,2.842028,0.175651,0.175651,false
15,825.8,385.1,51.648582,65.924502,3.070076,0.192562,0.192562,false
16,864.0,309.5,40.261644,75.618605,4.080076,0.0,0.0,false
17,572.6,402.4,64.921444,56.309932,3.135718,-0.045652,0.045652,false
18,732.0,311.9,56.379135,94.085617,2.719874,0.192561,0.192561,false
19,911.2,864.2,43.215143,103.392498,3.15732,0.117542,0.117542,false
20,934.0,970.6,39.548597,81.253838,3.278053,0.201125,0.201125,false
21,583.7,376.1,40.527649,110.224859,3.916047,0.175806,0.175806,false
22,676.3,1033.1,66.426558,66.914866,2.114453,0.106733,0.106733,false
23,740.0,792.5,55.145263,85.840358,2.941017,0.0,0.0,false
24,582.5,349.5,54.644304,55.437475,2.797033,0.0,0.0,false
25,583.6,352.3,43.511486,75.323607,3.382027,0.177808,0.177808,false
26,908.1,927.6,59.201981,61.699244,2.54161,0.150908,0.150908,false
